county_fips,year,acres_harvested
19015,2017,106900
19015,2018,109900
19015,2019,100800
19015,2020,101700
19015,2021,118800
19015,2022,110200
19015,2023,112300
19015,2024,109300
19015,2025,107200
19019,1951,9900
19019,1952,8500
19019,1953,9500
19019,1954,11800
19019,1955,14100
19019,1956,13600
19019,1957,17200
19019,1958,20800
19019,1959,11000
19019,1960,21100
19019,1961,25300
19019,1962,23900
19019,1963,27200
19019,1964,33900
19019,1965,40600
19019,1966,45800
19019,1967,44400
19019,1968,47300
19019,1969,55000
19019,1970,54700
19019,1971,54200
19019,1972,64500
19019,1973,88100
19019,1974,79100
19019,1975,76400
19019,1976,61800
19019,1977,73100
19019,1978,78000
19019,1979,94200
19019,1980,93200
19019,1981,82300
19019,1982,75600
19019,1983,66100
19019,1984,66500
19019,1985,61400
19019,1986,65600
19019,1987,67900
19019,1988,69900
19019,1989,74800
19019,1990,68000
19019,1991,75400
19019,1992,75800
19019,1993,81400
19019,1994,84800
19019,1995,86700
19019,1996,97700
19019,1997,114800
19019,1998,115600
19019,1999,121900
19019,2000,124800
19019,2001,130300
19019,2002,120400
19019,2003,116500
19019,2004,108700
19019,2005,104800
19019,2006,106000
19019,2007,76900
19019,2008,95900
19019,2009,94900
19019,2010,90500
19019,2011,79000
19019,2012,80400
19019,2013,79000
19019,2014,87000
19019,2015,85400
19019,2016,77500
19019,2017,84800
19019,2018,82000
19019,2019,72500
19019,2020,69400
19019,2021,88000
19019,2022,95600
19019,2023,83800
19019,2024,87600
19019,2025,77400
19023,1951,14500
19023,1952,12500
19023,1953,14400
19023,1954,18000
19023,1955,19300
19023,1956,17500
19023,1957,19400
19023,1958,22800
19023,1959,16100
19023,1960,24600
19023,1961,29300
19023,1962,27300
19023,1963,30800
19023,1964,38000
19023,1965,44800
19023,1966,49300
19023,1967,50300
19023,1968,57100
19023,1969,60000
19023,1970,62900
19023,1971,60800
19023,1972,67300
19023,1973,93900
19023,1974,88300
19023,1975,82500
19023,1976,80900
19023,1977,91000
19023,1978,95000
19023,1979,110000
19023,1980,114300
19023,1981,102700
19023,1982,95900
19023,1983,86900
19023,1984,87600
19023,1985,84300
19023,1986,93200
19023,1987,81700
19023,1988,88400
19023,1989,85600
19023,1990,81400
19023,1991,100600
19023,1992,88800
19023,1993,92500
19023,1994,98700
19023,1995,100700
19023,1996,115800
19023,1997,126400
19023,1998,123400
19023,1999,130300
19023,2000,128900
19023,2001,133900
19023,2002,124300
19023,2003,125400
19023,2004,120500
19023,2005,117900
19023,2006,119600
19023,2007,88300
19023,2008,104300
19023,2009,105900
19023,2010,109700
19023,2011,100300
19023,2012,100500
19023,2013,102000
19023,2014,106100
19023,2015,105100
19023,2016,100100
19023,2017,106900
19023,2018,104200
19023,2019,93400
19023,2020,91600
19023,2021,104400
19023,2022,104800
19023,2023,106800
19023,2024,110300
19023,2025,97100
19025,1951,56500
19025,1952,54300
19025,1953,51100
19025,1954,63500
19025,1955,66800
19025,1956,79900
19025,1957,84900
19025,1958,95000
19025,1959,74100
19025,1960,78000
19025,1961,99600
19025,1962,99100
19025,1963,102000
19025,1964,108900
19025,1965,116600
19025,1966,112800
19025,1967,121600
19025,1968,121300
19025,1969,124000
19025,1970,125100
19025,1971,114800
19025,1972,122500
19025,1973,148300
19025,1974,137900
19025,1975,141800
19025,1976,134000
19025,1977,142400
19025,1978,143000
19025,1979,150600
19025,1980,148900
19025,1981,140300
19025,1982,143400
19025,1983,141300
19025,1984,148500
19025,1985,138400
19025,1986,144600
19025,1987,144400
19025,1988,149200
19025,1989,152300
19025,1990,147800
19025,1991,170000
19025,1992,148800
19025,1993,153300
19025,1994,154700
19025,1995,159400
19025,1996,160500
19025,1997,160300
19025,1998,158900
19025,1999,163000
19025,2000,155800
19025,2001,166000
19025,2002,153300
19025,2003,158200
19025,2004,147600
19025,2005,145800
19025,2006,141200
19025,2007,125800
19025,2008,126500
19025,2009,135100
19025,2010,130000
19025,2011,128400
19025,2012,119100
19025,2013,126400
19025,2014,131900
19025,2015,138100
19025,2016,126900
19025,2017,136800
19025,2018,138500
19025,2019,131600
19025,2020,128400
19025,2021,146400
19025,2022,135600
19025,2023,143100
19025,2024,137100
19025,2025,137500
19041,1951,33100
19041,1952,27700
19041,1953,28800
19041,1954,39500
19041,1955,41300
19041,1956,45700
19041,1957,46900
19041,1958,55100
19041,1959,41300
19041,1960,46900
19041,1961,60000
19041,1962,61600
19041,1963,65400
19041,1964,76300
19041,1965,83300
19041,1966,85100
19041,1967,93400
19041,1968,90800
19041,1969,84000
19041,1970,93400
19041,1971,87900
19041,1972,92800
19041,1973,117900
19041,1974,108300
19041,1975,111900
19041,1976,105500
19041,1977,114100
19041,1978,119000
19041,1979,126900
19041,1980,128200
19041,1981,120400
19041,1982,124700
19041,1983,115900
19041,1984,128000
19041,1985,124500
19041,1986,130800
19041,1987,119500
19041,1988,129500
19041,1989,127800
19041,1990,123400
19041,1991,128800
19041,1992,125800
19041,1993,114900
19041,1994,128700
19041,1995,131600
19041,1996,137700
19041,1997,141000
19041,1998,139400
19041,1999,146800
19041,2000,141800
19041,2001,151200
19041,2002,131800
19041,2003,141300
19041,2004,132300
19041,2005,133900
19041,2006,132600
19041,2007,118700
19041,2008,134300
19041,2009,129600
19041,2010,130000
19041,2011,125200
19041,2012,125100
19041,2013,118600
19041,2014,126500
19041,2015,130000
19041,2016,125500
19041,2017,127300
19041,2018,127200
19041,2019,113500
19041,2020,118500
19041,2021,124500
19041,2022,121200
19041,2023,125600
19041,2024,122200
19041,2025,116600
19045,1951,7500
19045,1952,8200
19045,1953,7800
19045,1954,8400
19045,1955,8100
19045,1956,10200
19045,1957,10700
19045,1958,11300
19045,1959,7500
19045,1960,8600
19045,1961,11100
19045,1962,13200
19045,1963,14800
19045,1964,20000
19045,1965,27100
19045,1966,27500
19045,1967,32600
19045,1968,38800
19045,1969,36000
19045,1970,40200
19045,1971,43500
19045,1972,50100
19045,1973,69200
19045,1974,57000
19045,1975,53500
19045,1976,45500
19045,1977,56500
19045,1978,64000
19045,1979,70300
19045,1980,68900
19045,1981,66500
19045,1982,66300
19045,1983,65400
19045,1984,72400
19045,1985,71300
19045,1986,76200
19045,1987,66200
19045,1988,65300
19045,1989,76900
19045,1990,73100
19045,1991,74500
19045,1992,76900
19045,1993,76900
19045,1994,82800
19045,1995,83700
19045,1996,95500
19045,1997,104000
19045,1998,113500
19045,1999,120600
19045,2000,124700
19045,2001,128200
19045,2002,125100
19045,2003,119500
19045,2004,118400
19045,2005,115300
19045,2006,125800
19045,2007,95400
19045,2008,116700
19045,2009,112900
19045,2010,111000
19045,2011,103500
19045,2012,111600
19045,2013,109200
19045,2014,115900
19045,2015,115000
19045,2016,117000
19045,2017,114800
19045,2018,118600
19045,2019,108600
19045,2020,114000
19045,2021,119800
19045,2022,122200
19045,2023,119200
19045,2024,124200
19045,2025,113200
19047,1951,1500
19047,1952,1400
19047,1953,1200
19047,1954,2800
19047,1955,2600
19047,1956,3000
19047,1957,4300
19047,1958,6300
19047,1959,3500
19047,1960,2600
19047,1961,8800
19047,1962,8500
19047,1963,11400
19047,1964,22300
19047,1965,31900
19047,1966,33500
19047,1967,38700
19047,1968,46700
19047,1969,40000
19047,1970,44200
19047,1971,37500
19047,1972,40000
19047,1973,58600
19047,1974,57500
19047,1975,60300
19047,1976,54900
19047,1977,69100
19047,1978,69000
19047,1979,82200
19047,1980,82000
19047,1981,87800
19047,1982,96900
19047,1983,89100
19047,1984,88600
19047,1985,88100
19047,1986,93700
19047,1987,92100
19047,1988,105500
19047,1989,108800
19047,1990,103900
19047,1991,113500
19047,1992,106700
19047,1993,112000
19047,1994,114700
19047,1995,126700
19047,1996,126800
19047,1997,148500
19047,1998,151100
19047,1999,158400
19047,2000,158700
19047,2001,158000
19047,2002,156200
19047,2003,159300
19047,2004,155900
19047,2005,151300
19047,2006,152900
19047,2007,133800
19047,2008,148100
19047,2009,144700
19047,2010,150500
19047,2011,141900
19047,2012,139500
19047,2013,139400
19047,2014,151400
19047,2015,148900
19047,2016,136000
19047,2017,149200
19047,2018,145200
19047,2019,139500
19047,2020,134900
19047,2021,148900
19047,2022,144500
19047,2023,150500
19047,2024,142100
19047,2025,133500
19049,1951,32800
19049,1952,33600
19049,1953,35300
19049,1954,41300
19049,1955,41300
19049,1956,48400
19049,1957,54600
19049,1958,55600
19049,1959,44600
19049,1960,46500
19049,1961,68200
19049,1962,63900
19049,1963,63300
19049,1964,69500
19049,1965,73900
19049,1966,75400
19049,1967,76600
19049,1968,81600
19049,1969,80000
19049,1970,84000
19049,1971,80400
19049,1972,83100
19049,1973,101300
19049,1974,93600
19049,1975,94700
19049,1976,88400
19049,1977,92200
19049,1978,98000
19049,1979,107800
19049,1980,105800
19049,1981,111600
19049,1982,117500
19049,1983,108000
19049,1984,109400
19049,1985,109400
19049,1986,108100
19049,1987,101600
19049,1988,103600
19049,1989,108000
19049,1990,101100
19049,1991,108300
19049,1992,106100
19049,1993,108100
19049,1994,111800
19049,1995,111600
19049,1996,140300
19049,1997,132200
19049,1998,124400
19049,1999,121800
19049,2000,121800
19049,2001,125300
19049,2002,119100
19049,2003,118500
19049,2004,117500
19049,2005,113000
19049,2006,115100
19049,2007,96900
19049,2008,107900
19049,2009,106700
19049,2010,107600
19049,2011,103300
19049,2012,92100
19049,2013,94000
19049,2014,99700
19049,2015,103200
19049,2016,97100
19049,2017,103400
19049,2018,101200
19049,2019,101800
19049,2020,97200
19049,2021,109700
19049,2022,98300
19049,2023,105800
19049,2024,100400
19049,2025,99800
19051,1951,14500
19051,1952,19400
19051,1953,24700
19051,1954,20600
19051,1955,21800
19051,1956,22000
19051,1957,28500
19051,1958,26900
19051,1959,23800
19051,1960,22000
19051,1961,23400
19051,1962,22500
19051,1963,23900
19051,1964,23700
19051,1965,26600
19051,1966,26400
19051,1967,28200
19051,1968,26600
19051,1969,28000
19051,1970,28100
19051,1971,30100
19051,1972,36300
19051,1973,41200
19051,1974,35900
19051,1975,34300
19051,1976,34400
19051,1977,40300
19051,1978,44000
19051,1979,50400
19051,1980,50800
19051,1981,40800
19051,1982,40900
19051,1983,44400
19051,1984,42900
19051,1985,42100
19051,1986,44400
19051,1987,36100
19051,1988,33000
19051,1989,30700
19051,1990,28400
19051,1991,29500
19051,1992,24900
19051,1993,28400
19051,1994,28900
19051,1995,36900
19051,1996,32800
19051,1997,40200
19051,1998,38300
19051,1999,41900
19051,2000,42900
19051,2001,36500
19051,2002,39900
19051,2003,37800
19051,2004,41800
19051,2005,39300
19051,2006,39800
19051,2007,34300
19051,2008,44200
19051,2009,42500
19051,2010,44300
19051,2011,47600
19051,2012,48400
19051,2013,49100
19051,2014,50000
19051,2015,47800
19051,2016,52500
19051,2017,52500
19051,2018,52500
19051,2019,46000
19051,2020,52800
19051,2021,48800
19051,2022,56500
19051,2023,48300
19051,2024,54700
19051,2025,47800
19059,1951,13500
19059,1952,11700
19059,1953,10600
19059,1954,20200
19059,1955,24100
19059,1956,27100
19059,1957,30200
19059,1958,34900
19059,1959,25400
19059,1960,24700
19059,1961,36300
19059,1962,34800
19059,1963,37500
19059,1964,44200
19059,1965,51700
19059,1966,52700
19059,1967,53700
19059,1968,53700
19059,1969,52000
19059,1970,55700
19059,1971,55000
19059,1972,55600
19059,1973,72700
19059,1974,68900
19059,1975,71400
19059,1976,69800
19059,1977,72500
19059,1978,76000
19059,1979,80700
19059,1980,83500
19059,1981,77600
19059,1982,79900
19059,1983,73300
19059,1984,73300
19059,1985,71800
19059,1986,73400
19059,1987,73000
19059,1988,74000
19059,1989,73400
19059,1990,71000
19059,1991,80500
19059,1992,73800
19059,1993,71700
19059,1994,79800
19059,1995,76800
19059,1996,85800
19059,1997,83800
19059,1998,89400
19059,1999,87900
19059,2000,85900
19059,2001,93100
19059,2002,81700
19059,2003,86700
19059,2004,82700
19059,2005,82100
19059,2006,82200
19059,2007,74800
19059,2008,82300
19059,2009,82500
19059,2010,86500
19059,2011,78600
19059,2012,80100
19059,2013,73400
19059,2014,79600
19059,2015,79000
19059,2016,79500
19059,2017,80000
19059,2018,85000
19059,2019,75100
19059,2020,77700
19059,2021,82400
19059,2022,79500
19059,2023,79000
19059,2024,81900
19059,2025,77500
19069,1951,17500
19069,1952,13300
19069,1953,13700
19069,1954,20500
19069,1955,21900
19069,1956,25300
19069,1957,29300
19069,1958,32400
19069,1959,23600
19069,1960,28700
19069,1961,40800
19069,1962,38700
19069,1963,43300
19069,1964,52300
19069,1965,63900
19069,1966,66300
19069,1967,73000
19069,1968,81200
19069,1969,77000
19069,1970,82100
19069,1971,80900
19069,1972,90500
19069,1973,120900
19069,1974,106100
19069,1975,104400
19069,1976,97500
19069,1977,112500
19069,1978,116000
19069,1979,126500
19069,1980,124300
19069,1981,115800
19069,1982,124300
19069,1983,120700
19069,1984,129100
19069,1985,128300
19069,1986,138700
19069,1987,116700
19069,1988,122100
19069,1989,124000
19069,1990,115700
19069,1991,143900
19069,1992,115700
19069,1993,122400
19069,1994,125500
19069,1995,126600
19069,1996,123800
19069,1997,143000
19069,1998,146200
19069,1999,144800
19069,2000,147700
19069,2001,152000
19069,2002,143600
19069,2003,140300
19069,2004,133500
19069,2005,123900
19069,2006,123600
19069,2007,93400
19069,2008,105300
19069,2009,109600
19069,2010,114500
19069,2011,106300
19069,2012,98200
19069,2013,101100
19069,2014,108400
19069,2015,115900
19069,2016,97600
19069,2017,113300
19069,2018,108100
19069,2019,98500
19069,2020,96400
19069,2021,117300
19069,2022,119200
19069,2023,118200
19069,2024,115800
19069,2025,104200
19073,1951,45000
19073,1952,40800
19073,1953,40900
19073,1954,48300
19073,1955,53700
19073,1956,56900
19073,1957,70500
19073,1958,73100
19073,1959,64200
19073,1960,66800
19073,1961,82900
19073,1962,83700
19073,1963,86400
19073,1964,91300
19073,1965,100700
19073,1966,99400
19073,1967,103100
19073,1968,105300
19073,1969,105000
19073,1970,109100
19073,1971,102100
19073,1972,106700
19073,1973,130100
19073,1974,122100
19073,1975,122900
19073,1976,120100
19073,1977,128500
19073,1978,128000
19073,1979,136500
19073,1980,135400
19073,1981,129700
19073,1982,138600
19073,1983,132800
19073,1984,143500
19073,1985,134200
19073,1986,139800
19073,1987,139200
19073,1988,142400
19073,1989,142800
19073,1990,134100
19073,1991,144500
19073,1992,140800
19073,1993,141500
19073,1994,144700
19073,1995,146600
19073,1996,142700
19073,1997,150200
19073,1998,148900
19073,1999,152600
19073,2000,149600
19073,2001,153100
19073,2002,146600
19073,2003,148100
19073,2004,142200
19073,2005,142900
19073,2006,142200
19073,2007,118800
19073,2008,122100
19073,2009,126200
19073,2010,122000
19073,2011,119500
19073,2012,111100
19073,2013,111700
19073,2014,123000
19073,2015,124400
19073,2016,116500
19073,2017,127300
19073,2018,127400
19073,2019,118700
19073,2020,122500
19073,2021,133500
19073,2022,127100
19073,2023,129100
19073,2024,132200
19073,2025,121100
19079,1951,33700
19079,1952,31000
19079,1953,31000
19079,1954,43400
19079,1955,45000
19079,1956,51800
19079,1957,60800
19079,1958,64300
19079,1959,52000
19079,1960,57300
19079,1961,75600
19079,1962,79800
19079,1963,83300
19079,1964,93700
19079,1965,102500
19079,1966,102700
19079,1967,108000
19079,1968,108600
19079,1969,109000
19079,1970,114100
19079,1971,109200
19079,1972,112400
19079,1973,139600
19079,1974,131000
19079,1975,128600
19079,1976,126300
19079,1977,129300
19079,1978,134000
19079,1979,143600
19079,1980,146700
19079,1981,141000
19079,1982,144300
19079,1983,129000
19079,1984,131200
19079,1985,126100
19079,1986,127300
19079,1987,126500
19079,1988,130500
19079,1989,130900
19079,1990,128400
19079,1991,145400
19079,1992,133700
19079,1993,133100
19079,1994,140700
19079,1995,139400
19079,1996,134500
19079,1997,156300
19079,1998,154000
19079,1999,153800
19079,2000,147900
19079,2001,151000
19079,2002,139400
19079,2003,138400
19079,2004,130500
19079,2005,128400
19079,2006,123600
19079,2007,98900
19079,2008,106500
19079,2009,110100
19079,2010,111800
19079,2011,104300
19079,2012,94300
19079,2013,101600
19079,2014,113900
19079,2015,115000
19079,2016,102600
19079,2017,114300
19079,2018,115100
19079,2019,110200
19079,2020,110100
19079,2021,126100
19079,2022,124600
19079,2023,125700
19079,2024,122700
19079,2025,116600
19081,1951,37400
19081,1952,30100
19081,1953,30100
19081,1954,41700
19081,1955,43700
19081,1956,52000
19081,1957,54800
19081,1958,60600
19081,1959,44600
19081,1960,47300
19081,1961,56700
19081,1962,59200
19081,1963,62500
19081,1964,70400
19081,1965,81700
19081,1966,84800
19081,1967,90700
19081,1968,96300
19081,1969,94000
19081,1970,101200
19081,1971,96400
19081,1972,107600
19081,1973,141100
19081,1974,121800
19081,1975,121200
19081,1976,117600
19081,1977,124000
19081,1978,126000
19081,1979,125500
19081,1980,124500
19081,1981,121600
19081,1982,131400
19081,1983,126500
19081,1984,135700
19081,1985,132400
19081,1986,134900
19081,1987,116400
19081,1988,117300
19081,1989,121900
19081,1990,117400
19081,1991,130200
19081,1992,111800
19081,1993,114100
19081,1994,122300
19081,1995,119700
19081,1996,126700
19081,1997,138300
19081,1998,135400
19081,1999,139900
19081,2000,138900
19081,2001,145900
19081,2002,137200
19081,2003,136400
19081,2004,129300
19081,2005,127900
19081,2006,124300
19081,2007,97400
19081,2008,111500
19081,2009,115500
19081,2010,120500
19081,2011,107200
19081,2012,104400
19081,2013,100000
19081,2014,105500
19081,2015,113600
19081,2016,99900
19081,2017,115400
19081,2018,120500
19081,2019,107100
19081,2020,108100
19081,2021,119300
19081,2022,132600
19081,2023,120700
19081,2024,123700
19081,2025,111600
19087,1951,11900
19087,1952,11900
19087,1953,14500
19087,1954,15600
19087,1955,14700
19087,1956,18600
19087,1957,22800
19087,1958,21500
19087,1959,18400
19087,1960,21400
19087,1961,26500
19087,1962,27600
19087,1963,26800
19087,1964,28600
19087,1965,32700
19087,1966,31600
19087,1967,34800
19087,1968,42800
19087,1969,45000
19087,1970,43600
19087,1971,48500
19087,1972,51300
19087,1973,65400
19087,1974,56000
19087,1975,52400
19087,1976,44600
19087,1977,47900
19087,1978,55000
19087,1979,56900
19087,1980,57700
19087,1981,55200
19087,1982,53700
19087,1983,55300
19087,1984,59600
19087,1985,61100
19087,1986,64000
19087,1987,52400
19087,1988,50700
19087,1989,56400
19087,1990,54800
19087,1991,56200
19087,1992,55900
19087,1993,56800
19087,1994,59800
19087,1995,70800
19087,1996,64900
19087,1997,72100
19087,1998,71100
19087,1999,76800
19087,2000,74800
19087,2001,77200
19087,2002,71800
19087,2003,73700
19087,2004,72800
19087,2005,72100
19087,2006,74100
19087,2007,63400
19087,2008,69100
19087,2009,67400
19087,2010,65300
19087,2011,67500
19087,2012,66100
19087,2013,69700
19087,2014,69400
19087,2015,70400
19087,2016,69200
19087,2017,72100
19087,2018,67300
19087,2019,68200
19087,2020,69700
19087,2021,71200
19087,2022,71500
19087,2023,71800
19087,2024,73000
19087,2025,71400
19089,1951,10700
19089,1952,8800
19089,1953,13500
19089,1954,14800
19089,1955,18300
19089,1956,16300
19089,1957,20400
19089,1958,25000
19089,1959,17400
19089,1960,24500
19089,1961,26400
19089,1962,27700
19089,1963,30400
19089,1964,35700
19089,1965,40700
19089,1966,42700
19089,1967,43300
19089,1968,43700
19089,1969,46000
19089,1970,47000
19089,1971,47000
19089,1972,48000
19089,1973,70200
19089,1974,68000
19089,1975,56400
19089,1976,47200
19089,1977,58000
19089,1978,64000
19089,1979,74500
19089,1980,73000
19089,1981,73500
19089,1982,75600
19089,1983,72800
19089,1984,75400
19089,1985,71600
19089,1986,78300
19089,1987,66800
19089,1988,70700
19089,1989,68700
19089,1990,65500
19089,1991,73000
19089,1992,65300
19089,1993,70800
19089,1994,74900
19089,1995,76800
19089,1996,85800
19089,1997,96800
19089,1998,94700
19089,1999,103900
19089,2000,97800
19089,2001,108500
19089,2002,96900
19089,2003,100600
19089,2004,94800
19089,2005,94000
19089,2006,94100
19089,2007,79900
19089,2008,88700
19089,2009,90700
19089,2010,90700
19089,2011,87900
19089,2012,85200
19089,2013,80200
19089,2014,84600
19089,2015,94600
19089,2016,85000
19089,2017,88800
19089,2018,86500
19089,2019,81000
19089,2020,82100
19089,2021,88100
19089,2022,81800
19089,2023,84100
19089,2024,84100
19089,2025,78700
19091,1951,30500
19091,1952,27300
19091,1953,27900
19091,1954,38700
19091,1955,42300
19091,1956,50200
19091,1957,48100
19091,1958,55400
19091,1959,41700
19091,1960,46400
19091,1961,57700
19091,1962,58000
19091,1963,60400
19091,1964,68300
19091,1965,75700
19091,1966,76600
19091,1967,85800
19091,1968,84000
19091,1969,83000
19091,1970,87600
19091,1971,82700
19091,1972,87900
19091,1973,112700
19091,1974,102400
19091,1975,104600
19091,1976,100400
19091,1977,107200
19091,1978,110000
19091,1979,111200
19091,1980,110300
19091,1981,108100
19091,1982,120500
19091,1983,109300
19091,1984,112200
19091,1985,107400
19091,1986,105600
19091,1987,105700
19091,1988,106500
19091,1989,112000
19091,1990,106400
19091,1991,135800
19091,1992,106800
19091,1993,113000
19091,1994,113300
19091,1995,115700
19091,1996,117600
19091,1997,122900
19091,1998,118600
19091,1999,119900
19091,2000,117900
19091,2001,121200
19091,2002,114700
19091,2003,116400
19091,2004,113500
19091,2005,111900
19091,2006,110300
19091,2007,93900
19091,2008,104600
19091,2009,102100
19091,2010,105500
19091,2011,99400
19091,2012,97000
19091,2013,99200
19091,2014,95900
19091,2015,103000
19091,2016,93600
19091,2017,104400
19091,2018,100200
19091,2019,99700
19091,2020,94600
19091,2021,106400
19091,2022,107300
19091,2023,106300
19091,2024,108000
19091,2025,102200
19101,1951,13500
19101,1952,16200
19101,1953,20100
19101,1954,19500
19101,1955,20300
19101,1956,24100
19101,1957,30000
19101,1958,28100
19101,1959,24100
19101,1960,27200
19101,1961,28800
19101,1962,31200
19101,1963,30000
19101,1964,34400
19101,1965,38200
19101,1966,38900
19101,1967,37500
19101,1968,43700
19101,1969,43000
19101,1970,43100
19101,1971,45200
19101,1972,49400
19101,1973,57900
19101,1974,53400
19101,1975,50900
19101,1976,48100
19101,1977,51800
19101,1978,54000
19101,1979,56600
19101,1980,57100
19101,1981,58300
19101,1982,60000
19101,1983,57000
19101,1984,64700
19101,1985,65500
19101,1986,69500
19101,1987,57000
19101,1988,53900
19101,1989,59800
19101,1990,54100
19101,1991,56200
19101,1992,52900
19101,1993,54700
19101,1994,55800
19101,1995,69800
19101,1996,55800
19101,1997,64900
19101,1998,62200
19101,1999,66800
19101,2000,66800
19101,2001,54400
19101,2002,60800
19101,2003,61600
19101,2004,60700
19101,2005,60400
19101,2006,63500
19101,2007,48300
19101,2008,58900
19101,2009,54400
19101,2010,58800
19101,2011,60400
19101,2012,65200
19101,2013,66800
19101,2014,67000
19101,2015,60900
19101,2016,68300
19101,2017,64400
19101,2018,68500
19101,2019,64200
19101,2020,67400
19101,2021,68100
19101,2022,69700
19101,2023,66400
19101,2024,68700
19101,2025,63900
19105,1951,2200
19105,1952,1700
19105,1953,2000
19105,1954,2600
19105,1955,2400
19105,1956,2900
19105,1957,3500
19105,1958,4600
19105,1959,2400
19105,1960,2800
19105,1961,4700
19105,1962,5300
19105,1963,6700
19105,1964,11900
19105,1965,17700
19105,1966,17200
19105,1967,20300
19105,1968,23400
19105,1969,21000
19105,1970,22100
19105,1971,23400
19105,1972,29100
19105,1973,43000
19105,1974,37600
19105,1975,33600
19105,1976,28000
19105,1977,31700
19105,1978,37000
19105,1979,41200
19105,1980,43700
19105,1981,42700
19105,1982,41000
19105,1983,40800
19105,1984,43900
19105,1985,41600
19105,1986,43000
19105,1987,42000
19105,1988,43400
19105,1989,44800
19105,1990,42700
19105,1991,45000
19105,1992,44800
19105,1993,48400
19105,1994,49900
19105,1995,53800
19105,1996,59900
19105,1997,73700
19105,1998,76000
19105,1999,80700
19105,2000,82800
19105,2001,88500
19105,2002,82800
19105,2003,82700
19105,2004,76900
19105,2005,74100
19105,2006,77900
19105,2007,57900
19105,2008,69000
19105,2009,69400
19105,2010,65900
19105,2011,61900
19105,2012,64100
19105,2013,68000
19105,2014,70600
19105,2015,75100
19105,2016,70400
19105,2017,76800
19105,2018,71800
19105,2019,67600
19105,2020,68200
19105,2021,82200
19105,2022,76700
19105,2023,78500
19105,2024,79600
19105,2025,78100
19111,1951,14300
19111,1952,18800
19111,1953,21100
19111,1954,19000
19111,1955,20100
19111,1956,21300
19111,1957,28900
19111,1958,26800
19111,1959,25100
19111,1960,24400
19111,1961,25600
19111,1962,26200
19111,1963,24500
19111,1964,26400
19111,1965,30400
19111,1966,30100
19111,1967,33300
19111,1968,35800
19111,1969,35000
19111,1970,36100
19111,1971,41000
19111,1972,42500
19111,1973,54200
19111,1974,49000
19111,1975,44300
19111,1976,38800
19111,1977,44700
19111,1978,58000
19111,1979,62100
19111,1980,63500
19111,1981,63500
19111,1982,65300
19111,1983,57600
19111,1984,56800
19111,1985,57800
19111,1986,63000
19111,1987,60400
19111,1988,57500
19111,1989,59200
19111,1990,53400
19111,1991,59700
19111,1992,56900
19111,1993,52100
19111,1994,58800
19111,1995,74500
19111,1996,62700
19111,1997,66500
19111,1998,66200
19111,1999,69500
19111,2000,68900
19111,2001,72300
19111,2002,66800
19111,2003,69700
19111,2004,68700
19111,2005,69200
19111,2006,68300
19111,2007,59400
19111,2008,63300
19111,2009,64400
19111,2010,61500
19111,2011,65400
19111,2012,67100
19111,2013,66300
19111,2014,65500
19111,2015,62700
19111,2016,67200
19111,2017,68200
19111,2018,70400
19111,2019,67500
19111,2020,68000
19111,2021,69700
19111,2022,72800
19111,2023,68300
19111,2024,72200
19111,2025,70900
19131,1951,20600
19131,1952,15000
19131,1953,15800
19131,1954,19400
19131,1955,21000
19131,1956,20900
19131,1957,22700
19131,1958,25800
19131,1959,18100
19131,1960,22100
19131,1961,25400
19131,1962,26900
19131,1963,29300
19131,1964,37200
19131,1965,43200
19131,1966,42800
19131,1967,48100
19131,1968,51600
19131,1969,50000
19131,1970,55500
19131,1971,59000
19131,1972,60600
19131,1973,82200
19131,1974,81600
19131,1975,76100
19131,1976,67500
19131,1977,73200
19131,1978,79000
19131,1979,94600
19131,1980,93600
19131,1981,85500
19131,1982,86000
19131,1983,83800
19131,1984,88700
19131,1985,80600
19131,1986,80100
19131,1987,75000
19131,1988,74600
19131,1989,74700
19131,1990,74200
19131,1991,83200
19131,1992,78900
19131,1993,85100
19131,1994,85800
19131,1995,86800
19131,1996,88700
19131,1997,99500
19131,1998,99800
19131,1999,103200
19131,2000,102900
19131,2001,110200
19131,2002,104700
19131,2003,105500
19131,2004,101300
19131,2005,100000
19131,2006,96800
19131,2007,80800
19131,2008,86700
19131,2009,87200
19131,2010,88100
19131,2011,83100
19131,2012,83000
19131,2013,69800
19131,2014,81800
19131,2015,91400
19131,2016,83900
19131,2017,92500
19131,2018,88700
19131,2019,76900
19131,2020,79200
19131,2021,83500
19131,2022,83900
19131,2023,81200
19131,2024,82800
19131,2025,77900
19133,1951,22400
19133,1952,40100
19133,1953,47200
19133,1954,60700
19133,1955,65000
19133,1956,62000
19133,1957,58300
19133,1958,67100
19133,1959,58100
19133,1960,50500
19133,1961,57200
19133,1962,51100
19133,1963,51700
19133,1964,60700
19133,1965,65400
19133,1966,62500
19133,1967,60700
19133,1968,61100
19133,1969,66000
19133,1970,64100
19133,1971,53400
19133,1972,59200
19133,1973,77700
19133,1974,77000
19133,1975,77800
19133,1976,73500
19133,1977,84500
19133,1978,90000
19133,1979,96800
19133,1980,100200
19133,1981,99800
19133,1982,104100
19133,1983,101600
19133,1984,109300
19133,1985,105500
19133,1986,108700
19133,1987,100500
19133,1988,111500
19133,1989,109500
19133,1990,109400
19133,1991,115800
19133,1992,108900
19133,1993,106000
19133,1994,117800
19133,1995,126800
