county_fips,year,acres_harvested
19133,1996,117800
19133,1997,139400
19133,1998,130700
19133,1999,148000
19133,2000,143700
19133,2001,150100
19133,2002,142000
19133,2003,150200
19133,2004,137700
19133,2005,133900
19133,2006,140700
19133,2007,123900
19133,2008,141300
19133,2009,129700
19133,2010,145500
19133,2011,122300
19133,2012,131300
19133,2013,123900
19133,2014,145600
19133,2015,140900
19133,2016,137000
19133,2017,142200
19133,2018,138000
19133,2019,126600
19133,2020,130900
19133,2021,134500
19133,2022,140000
19133,2023,138100
19133,2024,133300
19133,2025,122500
19135,1951,6300
19135,1952,5400
19135,1953,8600
19135,1954,7700
19135,1955,9800
19135,1956,11200
19135,1957,13800
19135,1958,14500
19135,1959,12600
19135,1960,11600
19135,1961,15400
19135,1962,15400
19135,1963,15400
19135,1964,17400
19135,1965,19500
19135,1966,19000
19135,1967,19800
19135,1968,20600
19135,1969,17000
19135,1970,18500
19135,1971,20800
19135,1972,20700
19135,1973,24100
19135,1974,20700
19135,1975,20900
19135,1976,19400
19135,1977,21800
19135,1978,25000
19135,1979,26100
19135,1980,26300
19135,1981,22600
19135,1982,23300
19135,1983,21900
19135,1984,22700
19135,1985,20500
19135,1986,22700
19135,1987,19900
19135,1988,19200
19135,1989,19500
19135,1990,18100
19135,1991,18200
19135,1992,16800
19135,1993,19600
19135,1994,18000
19135,1995,27900
19135,1996,30500
19135,1997,27800
19135,1998,29000
19135,1999,30100
19135,2000,32400
19135,2001,21500
19135,2002,26900
19135,2003,26800
19135,2004,25900
19135,2005,28300
19135,2006,27400
19135,2007,23000
19135,2008,30900
19135,2009,30200
19135,2010,30900
19135,2011,33600
19135,2012,35700
19135,2013,32700
19135,2014,33200
19135,2015,27900
19135,2016,33100
19135,2017,28900
19135,2018,30500
19135,2019,25900
19135,2020,32300
19135,2021,27300
19135,2022,32400
19135,2023,25900
19135,2024,29200
19135,2025,25200
19137,1951,1300
19137,1952,1500
19137,1953,1700
19137,1954,4300
19137,1955,5300
19137,1956,6400
19137,1957,7600
19137,1958,10800
19137,1959,6500
19137,1960,9500
19137,1961,15600
19137,1962,15600
19137,1963,17200
19137,1964,23900
19137,1965,28500
19137,1966,33800
19137,1967,34700
19137,1968,37500
19137,1969,39000
19137,1970,42400
19137,1971,40400
19137,1972,46000
19137,1973,55500
19137,1974,55100
19137,1975,61400
19137,1976,57600
19137,1977,63300
19137,1978,65000
19137,1979,69800
19137,1980,67400
19137,1981,69500
19137,1982,76100
19137,1983,65600
19137,1984,70300
19137,1985,71700
19137,1986,78300
19137,1987,75700
19137,1988,71500
19137,1989,74400
19137,1990,71000
19137,1991,74500
19137,1992,73800
19137,1993,71300
19137,1994,74800
19137,1995,85500
19137,1996,90800
19137,1997,83600
19137,1998,83900
19137,1999,87600
19137,2000,87900
19137,2001,88800
19137,2002,86800
19137,2003,93600
19137,2004,88500
19137,2005,90000
19137,2006,88700
19137,2007,85400
19137,2008,89300
19137,2009,86100
19137,2010,86800
19137,2011,84100
19137,2012,85500
19137,2013,87200
19137,2014,90800
19137,2015,89200
19137,2016,88800
19137,2017,93000
19137,2018,87900
19137,2019,87300
19137,2020,87700
19137,2021,87500
19137,2022,87700
19137,2023,86000
19137,2024,87800
19137,2025,84000
19139,1951,15700
19139,1952,18300
19139,1953,20200
19139,1954,20300
19139,1955,20000
19139,1956,20900
19139,1957,22300
19139,1958,23300
19139,1959,19900
19139,1960,21900
19139,1961,23300
19139,1962,25000
19139,1963,24500
19139,1964,27800
19139,1965,31600
19139,1966,31300
19139,1967,30400
19139,1968,36700
19139,1969,35000
19139,1970,37400
19139,1971,38700
19139,1972,41200
19139,1973,55600
19139,1974,51100
19139,1975,49100
19139,1976,43700
19139,1977,44400
19139,1978,50000
19139,1979,50500
19139,1980,50000
19139,1981,50800
19139,1982,52900
19139,1983,53000
19139,1984,53200
19139,1985,54900
19139,1986,57500
19139,1987,51000
19139,1988,53800
19139,1989,57400
19139,1990,53000
19139,1991,57900
19139,1992,57900
19139,1993,51700
19139,1994,60800
19139,1995,65600
19139,1996,65700
19139,1997,73100
19139,1998,74000
19139,1999,76900
19139,2000,75900
19139,2001,77500
19139,2002,72800
19139,2003,74700
19139,2004,71100
19139,2005,70400
19139,2006,70600
19139,2007,55400
19139,2008,61700
19139,2009,64700
19139,2010,66800
19139,2011,67100
19139,2012,67800
19139,2013,69600
19139,2014,69200
19139,2015,71200
19139,2016,69400
19139,2017,74300
19139,2018,72100
19139,2019,68300
19139,2020,71700
19139,2021,76000
19139,2022,75700
19139,2023,75700
19139,2024,76800
19139,2025,73700
19141,1951,38300
19141,1952,35700
19141,1953,36100
19141,1954,51000
19141,1955,50600
19141,1956,55300
19141,1957,56500
19141,1958,64400
19141,1959,51500
19141,1960,54100
19141,1961,68200
19141,1962,66900
19141,1963,70200
19141,1964,80400
19141,1965,88200
19141,1966,89000
19141,1967,96400
19141,1968,96800
19141,1969,89000
19141,1970,96200
19141,1971,88400
19141,1972,91300
19141,1973,119900
19141,1974,116000
19141,1975,117600
19141,1976,109200
19141,1977,118300
19141,1978,125000
19141,1979,131000
19141,1980,136500
19141,1981,126400
19141,1982,135200
19141,1983,130300
19141,1984,138300
19141,1985,132500
19141,1986,135900
19141,1987,126500
19141,1988,133500
19141,1989,136600
19141,1990,135300
19141,1991,140300
19141,1992,140700
19141,1993,138800
19141,1994,146700
19141,1995,146600
19141,1996,144700
19141,1997,157200
19141,1998,153100
19141,1999,155900
19141,2000,152600
19141,2001,161100
19141,2002,152400
19141,2003,158400
19141,2004,148000
19141,2005,147900
19141,2006,146200
19141,2007,138400
19141,2008,145000
19141,2009,146100
19141,2010,148000
19141,2011,138600
19141,2012,138100
19141,2013,131600
19141,2014,137300
19141,2015,137200
19141,2016,139500
19141,2017,139700
19141,2018,143300
19141,2019,131100
19141,2020,133400
19141,2021,137500
19141,2022,141500
19141,2023,139100
19141,2024,141100
19141,2025,131500
19153,1951,30200
19153,1952,31600
19153,1953,32100
19153,1954,39900
19153,1955,42800
19153,1956,44900
19153,1957,52800
19153,1958,55500
19153,1959,45700
19153,1960,42600
19153,1961,62600
19153,1962,57600
19153,1963,54200
19153,1964,64300
19153,1965,70900
19153,1966,74800
19153,1967,77100
19153,1968,81400
19153,1969,77000
19153,1970,77100
19153,1971,72800
19153,1972,78500
19153,1973,83800
19153,1974,85000
19153,1975,82900
19153,1976,78600
19153,1977,83500
19153,1978,84000
19153,1979,90500
19153,1980,94100
19153,1981,89300
19153,1982,88400
19153,1983,75300
19153,1984,84300
19153,1985,80700
19153,1986,81000
19153,1987,76300
19153,1988,77200
19153,1989,79200
19153,1990,75200
19153,1991,80200
19153,1992,79800
19153,1993,71500
19153,1994,81600
19153,1995,82900
19153,1996,80800
19153,1997,92000
19153,1998,90700
19153,1999,86800
19153,2000,86900
19153,2001,84400
19153,2002,79800
19153,2003,80700
19153,2004,73800
19153,2005,71100
19153,2006,71700
19153,2007,64200
19153,2008,66100
19153,2009,66700
19153,2010,65000
19153,2011,65300
19153,2012,63500
19153,2013,66200
19153,2014,67100
19153,2015,70100
19153,2016,66400
19153,2017,70300
19153,2018,65800
19153,2019,62800
19153,2020,64300
19153,2021,66600
19153,2022,62900
19153,2023,62300
19153,2024,63200
19153,2025,58200
19163,1951,6300
19163,1952,6600
19163,1953,7700
19163,1954,7700
19163,1955,7300
19163,1956,9300
19163,1957,9600
19163,1958,10100
19163,1959,9000
19163,1960,9000
19163,1961,11500
19163,1962,13100
19163,1963,16500
19163,1964,20600
19163,1965,22700
19163,1966,24800
19163,1967,27300
19163,1968,31300
19163,1969,31000
19163,1970,31000
19163,1971,33100
19163,1972,35200
19163,1973,50100
19163,1974,43700
19163,1975,38700
19163,1976,32800
19163,1977,37900
19163,1978,39000
19163,1979,41700
19163,1980,42300
19163,1981,38400
19163,1982,38100
19163,1983,39500
19163,1984,42000
19163,1985,42200
19163,1986,46500
19163,1987,40400
19163,1988,41100
19163,1989,48600
19163,1990,48000
19163,1991,46400
19163,1992,48800
19163,1993,50600
19163,1994,54900
19163,1995,54800
19163,1996,65800
19163,1997,73800
19163,1998,73100
19163,1999,76900
19163,2000,80800
19163,2001,81500
19163,2002,78800
19163,2003,72700
19163,2004,73100
19163,2005,68100
19163,2006,75900
19163,2007,58400
19163,2008,68200
19163,2009,66200
19163,2010,66700
19163,2011,62800
19163,2012,66900
19163,2013,66000
19163,2014,73100
19163,2015,71600
19163,2016,71500
19163,2017,70000
19163,2018,67600
19163,2019,66800
19163,2020,65800
19163,2021,70000
19163,2022,69800
19163,2023,70600
19163,2024,70100
19163,2025,67800
19169,1951,28600
19169,1952,22000
19169,1953,21500
19169,1954,32300
19169,1955,32800
19169,1956,44100
19169,1957,50700
19169,1958,56200
19169,1959,35900
19169,1960,43500
19169,1961,62100
19169,1962,60400
19169,1963,62300
19169,1964,69900
19169,1965,80000
19169,1966,79900
19169,1967,86500
19169,1968,89800
19169,1969,90000
19169,1970,96200
19169,1971,92900
19169,1972,95700
19169,1973,121000
19169,1974,116800
19169,1975,114200
19169,1976,108700
19169,1977,111500
19169,1978,117000
19169,1979,130100
19169,1980,131100
19169,1981,133000
19169,1982,135900
19169,1983,122800
19169,1984,131200
19169,1985,121500
19169,1986,125700
19169,1987,120600
19169,1988,120400
19169,1989,123900
19169,1990,121000
19169,1991,126900
19169,1992,124600
19169,1993,126100
19169,1994,132800
19169,1995,132800
19169,1996,133400
19169,1997,152400
19169,1998,146200
19169,1999,145800
19169,2000,141900
19169,2001,142200
19169,2002,133700
19169,2003,127500
19169,2004,125700
19169,2005,118900
19169,2006,128200
19169,2007,99900
19169,2008,114500
19169,2009,113200
19169,2010,115400
19169,2011,107300
19169,2012,106600
19169,2013,117000
19169,2014,116800
19169,2015,115000
19169,2016,102600
19169,2017,109300
19169,2018,114900
19169,2019,103300
19169,2020,104100
19169,2021,127000
19169,2022,110700
19169,2023,117200
19169,2024,113000
19169,2025,105700
19187,1951,54200
19187,1952,52500
19187,1953,52500
19187,1954,75100
19187,1955,78900
19187,1956,97800
19187,1957,107400
19187,1958,116500
19187,1959,86600
19187,1960,97300
19187,1961,120500
19187,1962,121800
19187,1963,125600
19187,1964,133700
19187,1965,142600
19187,1966,144300
19187,1967,147100
19187,1968,146800
19187,1969,149000
19187,1970,150000
19187,1971,140200
19187,1972,148400
19187,1973,174500
19187,1974,163400
19187,1975,162500
19187,1976,159000
19187,1977,165400
19187,1978,172000
19187,1979,180600
19187,1980,179200
19187,1981,172800
19187,1982,177800
19187,1983,171500
19187,1984,181400
19187,1985,168700
19187,1986,172700
19187,1987,165700
19187,1988,170300
19187,1989,175900
19187,1990,166000
19187,1991,182100
19187,1992,170600
19187,1993,173500
19187,1994,177300
19187,1995,180600
19187,1996,173600
19187,1997,195400
19187,1998,192200
19187,1999,185400
19187,2000,179900
19187,2001,182900
19187,2002,175200
19187,2003,175100
19187,2004,168300
19187,2005,163200
19187,2006,162600
19187,2007,136900
19187,2008,140900
19187,2009,144200
19187,2010,150600
19187,2011,144400
19187,2012,132500
19187,2013,144400
19187,2014,150500
19187,2015,157200
19187,2016,144000
19187,2017,159500
19187,2018,155400
19187,2019,145000
19187,2020,142800
19187,2021,156300
19187,2022,157400
19187,2023,159000
19187,2024,155000
19187,2025,148400
19189,1951,25400
19189,1952,20700
19189,1953,20200
19189,1954,29200
19189,1955,33300
19189,1956,36100
19189,1957,43400
19189,1958,44200
19189,1959,27200
19189,1960,30400
19189,1961,35900
19189,1962,36100
19189,1963,40100
19189,1964,49400
19189,1965,53700
19189,1966,59600
19189,1967,64900
19189,1968,66700
19189,1969,67000
19189,1970,69300
19189,1971,72100
19189,1972,77200
19189,1973,102900
19189,1974,92700
19189,1975,89700
19189,1976,87800
19189,1977,99800
19189,1978,97000
19189,1979,104700
19189,1980,106300
19189,1981,92500
19189,1982,96900
19189,1983,90700
19189,1984,94400
19189,1985,95500
19189,1986,97700
19189,1987,83600
19189,1988,84100
19189,1989,84300
19189,1990,83600
19189,1991,103400
19189,1992,75900
19189,1993,85400
19189,1994,87800
19189,1995,88700
19189,1996,89800
19189,1997,98800
19189,1998,101400
19189,1999,107400
19189,2000,102900
19189,2001,112100
19189,2002,101400
19189,2003,102500
19189,2004,97800
19189,2005,95000
19189,2006,96600
19189,2007,77300
19189,2008,90200
19189,2009,92600
19189,2010,87800
19189,2011,79800
19189,2012,77100
19189,2013,63600
19189,2014,78300
19189,2015,88100
19189,2016,78700
19189,2017,90000
19189,2018,83200
19189,2019,79200
19189,2020,80300
19189,2021,83900
19189,2022,85900
19189,2023,81700
19189,2024,87000
19189,2025,79600
19195,1951,30100
19195,1952,23900
19195,1953,24400
19195,1954,32300
19195,1955,32300
19195,1956,36500
19195,1957,40000
19195,1958,44700
19195,1959,30000
19195,1960,40200
19195,1961,40300
19195,1962,40400
19195,1963,40600
19195,1964,46700
19195,1965,51600
19195,1966,56700
19195,1967,60500
19195,1968,60800
19195,1969,60000
19195,1970,63000
19195,1971,61700
19195,1972,66800
19195,1973,84000
19195,1974,79000
19195,1975,78300
19195,1976,73000
19195,1977,77700
19195,1978,82000
19195,1979,92100
19195,1980,91600
19195,1981,85200
19195,1982,90600
19195,1983,83000
19195,1984,84700
19195,1985,82300
19195,1986,85400
19195,1987,72700
19195,1988,72300
19195,1989,72000
19195,1990,70900
19195,1991,79600
19195,1992,73700
19195,1993,78800
19195,1994,81800
19195,1995,80800
19195,1996,77800
19195,1997,93800
19195,1998,95900
19195,1999,102800
19195,2000,98900
19195,2001,106100
19195,2002,95800
19195,2003,96500
19195,2004,92500
19195,2005,94000
19195,2006,92800
19195,2007,77300
19195,2008,84500
19195,2009,87700
19195,2010,84400
19195,2011,79800
19195,2012,74600
19195,2013,60400
19195,2014,74500
19195,2015,91100
19195,2016,76700
19195,2017,93000
19195,2018,87200
19195,2019,82500
19195,2020,82500
19195,2021,89800
19195,2022,86000
19195,2023,87000
19195,2024,90900
19195,2025,83300
19197,1951,37200
19197,1952,31900
19197,1953,32500
19197,1954,48500
19197,1955,50400
19197,1956,61000
19197,1957,66100
19197,1958,69200
19197,1959,52800
19197,1960,61500
19197,1961,78700
19197,1962,77200
19197,1963,81300
19197,1964,90600
19197,1965,103200
19197,1966,105100
19197,1967,111100
19197,1968,113700
19197,1969,116000
19197,1970,120000
19197,1971,115400
19197,1972,118200
19197,1973,152300
19197,1974,139600
19197,1975,139500
19197,1976,138500
19197,1977,144300
19197,1978,151000
19197,1979,159700
19197,1980,164600
19197,1981,152900
19197,1982,161800
19197,1983,156200
19197,1984,159800
19197,1985,161100
19197,1986,159700
19197,1987,141600
19197,1988,142300
19197,1989,147000
19197,1990,141300
19197,1991,171200
19197,1992,142400
19197,1993,149700
19197,1994,153600
19197,1995,153400
19197,1996,151700
19197,1997,161600
19197,1998,160200
19197,1999,162600
19197,2000,158300
19197,2001,162800
19197,2002,154600
19197,2003,158200
19197,2004,146400
19197,2005,144300
19197,2006,147500
19197,2007,126300
19197,2008,137600
19197,2009,136600
19197,2010,138000
19197,2011,129200
19197,2012,122400
19197,2013,125400
19197,2014,127800
19197,2015,132900
19197,2016,120300
19197,2017,132800
19197,2018,128800
19197,2019,125000
19197,2020,123500
19197,2021,137900
19197,2022,135600
19197,2023,138600
19197,2024,136200
19197,2025,128600
27011,1951,9100
27011,1952,10800
27011,1953,15800
27011,1954,32200
27011,1955,40700
27011,1956,50100
27011,1957,40000
27011,1958,60000
27011,1959,36000
27011,1960,24000
27011,1961,22800
27011,1962,17900
27011,1963,17600
27011,1964,24100
27011,1965,26000
27011,1966,28900
27011,1967,33000
27011,1968,23400
27011,1969,18300
27011,1970,17700
27011,1971,14600
27011,1972,24500
27011,1973,25800
27011,1974,24000
27011,1975,23200
27011,1976,10500
27011,1977,22700
27011,1978,26900
27011,1979,50000
27011,1980,42800
27011,1981,53500
27011,1982,53200
27011,1983,51800
27011,1984,67800
27011,1985,66800
27011,1986,64700
27011,1987,68800
27011,1988,68600
27011,1989,77100
27011,1990,76300
27011,1991,86200
27011,1992,91700
27011,1993,81100
27011,1994,93300
27011,1995,98600
27011,1996,103600
27011,1997,106300
27011,1998,106200
27011,1999,117100
27011,2000,119400
27011,2001,97100
27011,2002,114900
27011,2003,111000
27011,2004,110400
27011,2005,102500
27011,2006,109000
27011,2007,97400
27011,2008,108500
27011,2009,111300
27011,2010,115000
27011,2011,102200
27011,2012,109300
27011,2013,105400
27011,2014,109200
27011,2015,115500
27011,2016,111800
27011,2017,112700
27011,2018,113800
27011,2019,101000
27011,2020,112500
27011,2021,109100
27011,2022,112600
27011,2023,103500
27011,2024,107000
27011,2025,98200
27013,1951,85600
27013,1952,84000
27013,1953,97200
27013,1954,108500
27013,1955,106400
27013,1956,108400
27013,1957,115600
27013,1958,117100
27013,1959,87000
27013,1960,98400
27013,1961,106200
27013,1962,106800
27013,1963,108800
27013,1964,119400
27013,1965,136400
27013,1966,140600
27013,1967,143400
27013,1968,140500
27013,1969,139100
27013,1970,150000
27013,1971,129500
27013,1972,137100
27013,1973,182300
27013,1974,165800
27013,1975,163900
27013,1976,147400
27013,1977,168300
27013,1978,174800
27013,1979,198000
27013,1980,187500
27013,1981,151100
27013,1982,170700
27013,1983,165800
27013,1984,181400
27013,1985,172200
27013,1986,167700
27013,1987,163000
27013,1988,166500
27013,1989,163400
27013,1990,150600
27013,1991,188300
27013,1992,160400
27013,1993,156800
27013,1994,171600
27013,1995,175700
27013,1996,168500
27013,1997,176900
27013,1998,176100
27013,1999,178300
27013,2000,172100
27013,2001,181000
27013,2002,168000
27013,2003,170700
27013,2004,164800
27013,2005,163800
27013,2006,161900
27013,2007,143400
27013,2008,162400
27013,2009,159000
27013,2010,162500
27013,2011,156700
27013,2012,154000
27013,2013,136100
27013,2014,168300
27013,2015,168400
27013,2016,166700
27013,2017,177400
27013,2018,165400
27013,2019,153800
27013,2020,164100
27013,2021,160700
27013,2022,164700
27013,2023,157400
27013,2024,162100
27013,2025,156400
27015,1951,37700
27015,1952,41500
27015,1953,47300
27015,1954,65800
27015,1955,68500
27015,1956,75000
27015,1957,74700
27015,1958,81100
27015,1959,64200
27015,1960,65100
27015,1961,72600
27015,1962,73700
27015,1963,70700
27015,1964,78800
27015,1965,78100
27015,1966,85400
27015,1967,89600
27015,1968,90500
27015,1969,91400
27015,1970,96800
27015,1971,89900
27015,1972,98000
27015,1973,128300
27015,1974,117500
27015,1975,116400
27015,1976,104900
27015,1977,119400
27015,1978,122100
27015,1979,141000
27015,1980,130700
27015,1981,113800
27015,1982,123300
27015,1983,118300
27015,1984,114400
27015,1985,120200
27015,1986,108700
27015,1987,123700
27015,1988,126200
27015,1989,125800
27015,1990,121100
27015,1991,128100
27015,1992,130500
27015,1993,119900
27015,1994,129500
27015,1995,136200
27015,1996,133400
27015,1997,140400
27015,1998,141000
27015,1999,140200
27015,2000,137700
27015,2001,141000
27015,2002,135300
27015,2003,147200
27015,2004,127300
27015,2005,128500
27015,2006,123600
27015,2007,111600
27015,2008,120600
27015,2009,124600
27015,2010,123200
27015,2011,118600
27015,2012,116300
27015,2013,110500
27015,2014,125600
27015,2015,128400
27015,2016,121200
27015,2017,131700
27015,2018,125100
27015,2019,117500
27015,2020,124400
27015,2021,127400
27015,2022,128500
27015,2023,125900
27015,2024,129400
27015,2025,126200
27019,1951,200
27019,1952,400
27019,1953,800
27019,1954,1900
27019,1955,2800
27019,1956,2700
27019,1957,3100
27019,1958,4800
27019,1959,3200
27019,1960,2800
27019,1961,3700
27019,1962,6700
27019,1963,5000
27019,1964,5400
27019,1965,7300
27019,1966,9100
27019,1967,9800
27019,1968,9700
27019,1969,8400
27019,1970,7300
27019,1971,6300
27019,1972,9000
27019,1973,13800
27019,1974,13500
27019,1975,10800
27019,1976,10200
27019,1977,14900
27019,1978,17100
27019,1979,29800
27019,1980,28200
27019,1981,22900
27019,1982,25100
27019,1983,20500
27019,1984,25300
27019,1985,26700
27019,1986,23400
27019,1987,18900
27019,1988,21100
27019,1989,20500
27019,1990,22400
27019,1991,25500
27019,1992,28200
27019,1993,28200
27019,1994,31000
27019,1995,32000
27019,1996,33400
27019,1997,36900
27019,1998,38200
27019,1999,41300
27019,2000,45800
27019,2001,44800
27019,2002,43500
27019,2003,43000
27019,2004,42300
27019,2005,39000
27019,2006,42100
27019,2007,36400
27019,2008,40800
27019,2009,38200
27019,2010,38800
27019,2011,36900
27019,2012,34900
27019,2013,33100
27019,2014,30500
27019,2015,42200
27019,2016,42200
27019,2017,45400
27019,2018,40500
27019,2019,38400
27019,2020,43100
27019,2021,42500
27019,2022,43300
27019,2023,43800
27019,2024,43900
27019,2025,44200
27033,1951,37400
27033,1952,38500
27033,1953,43400
27033,1954,64000
27033,1955,67400
27033,1956,73000
27033,1957,72500
27033,1958,86400
27033,1959,61200
27033,1960,62500
27033,1961,78000
27033,1962,77700
27033,1963,84300
27033,1964,96100
27033,1965,105600
27033,1966,107800
27033,1967,111000
27033,1968,107700
27033,1969,107700
27033,1970,108700
27033,1971,103400
27033,1972,113500
27033,1973,141000
27033,1974,135000
27033,1975,142200
27033,1976,125900
27033,1977,151700
27033,1978,154300
27033,1979,177000
27033,1980,163000
27033,1981,153600
27033,1982,161200
27033,1983,147900
27033,1984,149000
27033,1985,158400
27033,1986,146500
27033,1987,155300
27033,1988,160200
27033,1989,160500
27033,1990,146600
27033,1991,168300
27033,1992,158400
27033,1993,144800
27033,1994,161600
27033,1995,171200
27033,1996,158500
27033,1997,172100
27033,1998,175800
27033,1999,172300
27033,2000,164900
27033,2001,167800
27033,2002,158200
27033,2003,164500
27033,2004,157200
27033,2005,155000
27033,2006,154800
27033,2007,141000
27033,2008,154600
27033,2009,145900
27033,2010,153000
27033,2011,147300
27033,2012,150500
27033,2013,143100
27033,2014,162300
27033,2015,157600
27033,2016,155500
27033,2017,162500
27033,2018,152200
27033,2019,141100
27033,2020,151200
27033,2021,148700
27033,2022,151300
27033,2023,146600
27033,2024,153500
27033,2025,146000
27039,1951,27200
27039,1952,25500
27039,1953,33700
27039,1954,37900
27039,1955,38500
27039,1956,42700
27039,1957,41000
27039,1958,47200
27039,1959,34300
27039,1960,38600
27039,1961,40900
27039,1962,40300
27039,1963,41400
27039,1964,44100
27039,1965,47600
27039,1966,52000
27039,1967,54500
27039,1968,50700
27039,1969,52200
27039,1970,54200
27039,1971,50200
27039,1972,53800
27039,1973,78100
27039,1974,65500
27039,1975,59500
27039,1976,40700
27039,1977,57500
27039,1978,65900
27039,1979,73600
27039,1980,65700
27039,1981,62700
27039,1982,68700
27039,1983,63500
27039,1984,64400
27039,1985,62600
27039,1986,58300
27039,1987,62700
27039,1988,67300
27039,1989,68400
27039,1990,61700
27039,1991,73200
27039,1992,74300
27039,1993,76500
27039,1994,80200
27039,1995,79600
27039,1996,82400
27039,1997,88100
27039,1998,90400
27039,1999,92800
27039,2000,93600
27039,2001,99100
27039,2002,91600
27039,2003,93800
27039,2004,91400
27039,2005,90900
27039,2006,92800
27039,2007,81700
27039,2008,85300
27039,2009,87700
27039,2010,88000
27039,2011,83400
27039,2012,77400
27039,2013,71700
27039,2014,76000
27039,2015,93100
27039,2016,82100
27039,2017,93800
27039,2018,87900
27039,2019,87400
27039,2020,87300
27039,2021,90100
27039,2022,86500
27039,2023,89300
27039,2024,87100
27039,2025,84500
27045,1951,10600
27045,1952,10000
27045,1953,13700
27045,1954,17300
27045,1955,19900
27045,1956,19500
27045,1957,21700
27045,1958,25900
27045,1959,17200
27045,1960,18400
27045,1961,21500
27045,1962,23000
27045,1963,25200
27045,1964,30000
27045,1965,38300
27045,1966,37900
27045,1967,38500
27045,1968,35400
27045,1969,31900
27045,1970,37500
27045,1971,33100
27045,1972,38300
27045,1973,52000
27045,1974,47500
27045,1975,38200
27045,1976,26400
27045,1977,37600
27045,1978,36900
27045,1979,40600
27045,1980,44000
27045,1981,35900
27045,1982,40700
27045,1983,37100
27045,1984,46200
27045,1985,44900
27045,1986,32100
27045,1987,40000
27045,1988,40500
27045,1989,41700
27045,1990,35800
27045,1991,45500
27045,1992,46100
27045,1993,52900
27045,1994,57300
27045,1995,64900
27045,1996,70700
27045,1997,80900
27045,1998,87400
27045,1999,100400
27045,2000,99500
27045,2001,106100
27045,2002,96800
27045,2003,100700
27045,2004,97400
27045,2005,99000
27045,2006,98000
27045,2007,77300
27045,2008,91400
27045,2009,87100
27045,2010,94900
27045,2011,86100
27045,2012,81000
27045,2013,70800
27045,2014,86300
27045,2015,94300
27045,2016,86300
27045,2017,99400
27045,2018,98000
27045,2019,86600
27045,2020,96200
27045,2021,98300
27045,2022,101700
27045,2023,97400
27045,2024,100600
27045,2025,87800
27047,1951,44600
27047,1952,41000
27047,1953,43300
27047,1954,49200
27047,1955,54100
27047,1956,55400
27047,1957,55600
27047,1958,63300
27047,1959,42900
27047,1960,51100
27047,1961,54100
27047,1962,56100
27047,1963,56200
27047,1964,66900
27047,1965,78200
27047,1966,88500
27047,1967,94600
27047,1968,95500
27047,1969,94500
27047,1970,103000
27047,1971,93900
27047,1972,102400
27047,1973,153900
27047,1974,134200
27047,1975,134400
27047,1976,121000
27047,1977,139200
27047,1978,141900
27047,1979,169500
27047,1980,151200
27047,1981,127800
27047,1982,141700
27047,1983,133900
27047,1984,124800
27047,1985,120300
27047,1986,116500
27047,1987,124800
27047,1988,125700
27047,1989,128100
27047,1990,114800
27047,1991,132000
27047,1992,124700
27047,1993,129500
27047,1994,136000
27047,1995,138100
27047,1996,143600
27047,1997,156300
27047,1998,156900
27047,1999,159000
27047,2000,150300
27047,2001,167500
27047,2002,154800
27047,2003,158100
27047,2004,155500
27047,2005,155500
27047,2006,151300
27047,2007,132700
27047,2008,143200
27047,2009,146900
27047,2010,141800
27047,2011,138800
27047,2012,127700
27047,2013,84300
27047,2014,132500
27047,2015,149200
27047,2016,134900
27047,2017,153500
27047,2018,152500
27047,2019,136900
27047,2020,151700
27047,2021,149800
27047,2022,156800
27047,2023,145600
27047,2024,152200
27047,2025,143500
27059,1951,7000
27059,1952,9800
27059,1953,11700
27059,1954,17700
27059,1955,18700
27059,1956,20200
27059,1957,20500
27059,1958,19300
27059,1959,15900
27059,1960,14500
27059,1961,12900
27059,1962,14200
27059,1963,13500
27059,1964,17000
27059,1965,17200
27059,1966,17000
27059,1967,15600
27059,1968,15100
27059,1969,10400
27059,1970,8700
27059,1971,7500
27059,1972,7800
27059,1973,11600
27059,1974,10500
27059,1975,8700
27059,1976,5600
27059,1977,7700
27059,1978,7700
27059,1979,12500
27059,1980,15000
27059,1981,10800
27059,1982,14000
27059,1983,12200
27059,1984,11500
27059,1985,13000
27059,1986,14900
27059,1987,17300
27059,1988,18200
27059,1989,19300
27059,1990,17600
27059,1991,20500
27059,1992,22200
27059,1993,21400
27059,1994,22200
27059,1995,22000
27059,1996,21600
27059,1997,26900
27059,1998,23700
27059,1999,29800
27059,2000,33100
27059,2001,31600
27059,2002,31300
27059,2003,31400
27059,2004,27600
27059,2005,27500
27059,2006,31400
27059,2007,25700
27059,2008,28000
27059,2009,26700
27059,2010,26400
27059,2011,25800
27059,2012,26900
27059,2013,23600
27059,2014,19500
27059,2015,26500
27059,2016,28200
27059,2017,31800
27059,2018,27900
27059,2019,22100
27059,2020,26200
27059,2021,24800
27059,2022,25900
27059,2023,24000
27059,2024,22300
27059,2025,24900
27063,1951,32800
27063,1952,31500
27063,1953,33200
27063,1954,54400
27063,1955,62200
27063,1956,65200
27063,1957,67100
27063,1958,83300
27063,1959,65400
27063,1960,71000
27063,1961,90200
27063,1962,86800
27063,1963,93700
27063,1964,105700
27063,1965,115800
27063,1966,117000
27063,1967,122800
27063,1968,116700
27063,1969,116700
27063,1970,123800
27063,1971,121900
27063,1972,131500
27063,1973,174000
27063,1974,162100
