county_fips,latitude,longitude,weight
17143,40.7,-89.5,0.00020086260955270597
17143,40.8,-90.0,0.020312664156233253
17143,40.8,-89.9,0.057382794980295825
17143,40.8,-89.8,0.05738279498029356
17143,40.8,-89.7,0.0573827949802924
17143,40.8,-89.6,0.05427003934937639
17143,40.8,-89.5,0.0036340722058345286
17143,40.9,-90.0,0.02029430268361002
17143,40.9,-89.9,0.057297587531569626
17143,40.9,-89.8,0.05729758753157105
17143,40.9,-89.7,0.05729758753156632
17143,40.9,-89.6,0.05729758753156524
17143,40.9,-89.5,0.03719646432245163
17143,41.0,-90.0,0.005021666243596821
17143,41.0,-89.9,0.014273933837495355
17143,41.0,-89.8,0.014024327756367236
17143,41.0,-89.7,0.013633174616683397
17143,41.0,-89.6,0.01340287193022232
17143,41.0,-89.5,0.013225413332657601
17143,41.0,-89.4,0.00013955230432168223
17145,38.0,-89.6,0.03529993455776884
17145,38.0,-89.5,0.08084564209713965
17145,38.0,-89.4,0.08206494422074731
17145,38.0,-89.3,0.08343893043647421
17145,38.0,-89.2,0.08146696752227592
17145,38.0,-89.1,0.00509159469535547
17145,38.1,-89.6,0.03595313823181471
17145,38.1,-89.5,0.08408950782799404
17145,38.1,-89.4,0.08408950782799408
17145,38.1,-89.3,0.08408950782801157
17145,38.1,-89.2,0.0840895078279948
17145,38.1,-89.1,0.01615359288365175
17145,38.2,-89.6,0.024638510388412842
17145,38.2,-89.5,0.05625669137692359
17145,38.2,-89.4,0.05440463884010909
17145,38.2,-89.3,0.053713140825149525
17145,38.2,-89.2,0.05347613308848596
17145,38.2,-89.1,0.0008381095236966829
17157,37.8,-89.8,0.00017599452636719425
17157,37.8,-89.7,0.013510683983804294
17157,37.9,-90.0,0.005536473149277304
17157,37.9,-89.9,0.043748694285642646
17157,37.9,-89.8,0.04788948089705864
17157,37.9,-89.7,0.0625297251787423
17157,37.9,-89.6,0.013348212635406413
17157,38.0,-90.1,0.014268055087196953
17157,38.0,-90.0,0.04699714316155536
17157,38.0,-89.9,0.06085457575335095
17157,38.0,-89.8,0.06305781340101166
17157,38.0,-89.7,0.06305781340100963
17157,38.0,-89.6,0.035147546688849646
17157,38.1,-90.2,0.006802031450375005
17157,38.1,-90.1,0.04022744758292943
17157,38.1,-90.0,0.06154852705441194
17157,38.1,-89.9,0.06297316380171969
17157,38.1,-89.8,0.06297316380172512
17157,38.1,-89.7,0.06297316380172324
17157,38.1,-89.6,0.03604848649609236
17157,38.2,-90.0,0.03916335290893729
17157,38.2,-89.9,0.044531682354255905
17157,38.2,-89.8,0.04394954629581381
17157,38.2,-89.7,0.04368338728889661
17157,38.2,-89.6,0.025003835013846634
17163,38.2,-89.9,0.008966352636981837
17163,38.2,-89.8,0.016775913680946494
17163,38.2,-89.7,0.00791467452756096
17163,38.3,-90.1,0.0008144682157848316
17163,38.3,-90.0,0.021484547121165556
17163,38.3,-89.9,0.04352135690961153
17163,38.3,-89.8,0.05563097481044713
17163,38.3,-89.7,0.025763951953889426
17163,38.4,-90.2,0.0013163274516838543
17163,38.4,-90.1,0.040507430445742426
17163,38.4,-90.0,0.055555476245039134
17163,38.4,-89.9,0.055555476245037844
17163,38.4,-89.8,0.05555547624503453
17163,38.4,-89.7,0.025448704614879514
17163,38.5,-90.3,0.0013748422776910197
17163,38.5,-90.2,0.04287961932035173
17163,38.5,-90.1,0.05547980602299847
17163,38.5,-90.0,0.055479806022999366
17163,38.5,-89.9,0.05547980602299881
17163,38.5,-89.8,0.055479806023002856
17163,38.5,-89.7,0.025057636650697653
17163,38.6,-90.2,0.02814885460993436
17163,38.6,-90.1,0.055403964347308064
17163,38.6,-90.0,0.05540396434730715
17163,38.6,-89.9,0.05540396434730898
17163,38.6,-89.8,0.055403964347310486
17163,38.6,-89.7,0.024300502231340657
17163,38.7,-90.2,0.0017071368749566325
17163,38.7,-90.1,0.005271516545616739
17163,38.7,-90.0,0.004570475728882251
17163,38.7,-89.9,0.003988297353287123
17163,38.7,-89.8,0.003144014338303489
17163,38.7,-89.7,0.0012108914838990768
17167,39.5,-89.9,0.008751621588071017
17167,39.5,-89.8,0.011404335493732846
17167,39.5,-89.7,0.011175853349493154
17167,39.5,-89.6,0.010754794579039486
17167,39.5,-89.5,0.001730778866039616
17167,39.6,-90.0,0.00042302315841789736
17167,39.6,-89.9,0.03730343053805495
17167,39.6,-89.8,0.041982197122104964
17167,39.6,-89.7,0.0419821971221066
17167,39.6,-89.6,0.04198219712210384
17167,39.6,-89.5,0.00862264444027428
17167,39.7,-90.0,0.010891796775541925
17167,39.7,-89.9,0.04192248193551877
17167,39.7,-89.8,0.041922481935519236
17167,39.7,-89.7,0.041922481935518605
17167,39.7,-89.6,0.04192248193552011
17167,39.7,-89.5,0.037821355825706095
17167,39.7,-89.4,0.007550711781331036
17167,39.8,-90.0,0.017131555922881937
17167,39.8,-89.9,0.04186263691173958
17167,39.8,-89.8,0.04186263691173948
17167,39.8,-89.7,0.04186263691173612
17167,39.8,-89.6,0.04186263691173755
17167,39.8,-89.5,0.041862636911738874
17167,39.8,-89.4,0.040046832106979444
17167,39.8,-89.3,0.027051894860177984
17167,39.8,-89.2,0.004337183419530361
17167,39.9,-90.0,0.009635508556543252
17167,39.9,-89.9,0.021592588129382133
17167,39.9,-89.8,0.023006403032385065
17167,39.9,-89.7,0.03494214957710433
17167,39.9,-89.6,0.0418026622126225
