county_fips,year,yield_bu_per_acre
17007,1951,24.0
17007,1952,26.5
17007,1953,22.0
17007,1954,27.5
17007,1955,22.0
17007,1956,27.5
17007,1957,30.0
17007,1958,25.0
17007,1959,31.0
17007,1960,23.5
17007,1961,26.5
17007,1962,26.0
17007,1963,29.0
17007,1964,28.5
17007,1965,26.5
17007,1966,23.5
17007,1967,27.5
17007,1968,34.0
17007,1969,31.0
17007,1970,32.0
17007,1971,29.0
17007,1972,32.5
17007,1973,30.0
17007,1974,20.0
17007,1975,35.0
17007,1976,29.0
17007,1977,37.0
17007,1978,34.5
17007,1979,38.0
17007,1980,39.0
17007,1981,42.0
17007,1982,37.0
17007,1983,37.0
17007,1984,31.5
17007,1985,38.5
17007,1986,36.5
17007,1987,43.0
17007,1988,24.5
17007,1989,41.0
17007,1990,43.0
17007,1991,38.0
17007,1992,42.0
17007,1993,37.0
17007,1994,48.5
17007,1995,42.5
17007,1996,36.0
17007,1997,44.5
17007,1998,52.5
17007,1999,50.0
17007,2000,36.0
17007,2001,45.0
17007,2002,38.0
17007,2003,27.0
17007,2004,49.0
17007,2005,35.0
17007,2006,51.0
17007,2007,48.0
17007,2008,42.0
17007,2009,45.0
17007,2010,58.1
17007,2011,59.5
17007,2012,43.9
17007,2013,52.5
17007,2014,57.4
17007,2015,58.1
17007,2016,62.3
17007,2017,47.4
17007,2018,60.3
17007,2019,50.0
17007,2020,53.0
17007,2021,69.2
17007,2022,62.2
17007,2023,59.6
17007,2024,62.9
17007,2025,66.2
17011,1951,29.0
17011,1952,30.5
17011,1953,26.0
17011,1954,30.0
17011,1955,29.0
17011,1956,31.0
17011,1957,31.5
17011,1958,31.0
17011,1959,31.5
17011,1960,31.5
17011,1961,33.0
17011,1962,31.5
17011,1963,32.0
17011,1964,30.5
17011,1965,33.0
17011,1966,31.0
17011,1967,32.0
17011,1968,35.5
17011,1969,38.5
17011,1970,35.5
17011,1971,36.0
17011,1972,37.0
17011,1973,38.0
17011,1974,27.5
17011,1975,41.0
17011,1976,34.5
17011,1977,42.0
17011,1978,38.5
17011,1979,43.5
17011,1980,39.5
17011,1981,45.0
17011,1982,42.0
17011,1983,42.0
17011,1984,40.0
17011,1985,45.0
17011,1986,43.5
17011,1987,46.0
17011,1988,28.5
17011,1989,42.5
17011,1990,41.5
17011,1991,44.5
17011,1992,43.0
17011,1993,46.5
17011,1994,51.5
17011,1995,43.5
17011,1996,46.5
17011,1997,48.5
17011,1998,52.5
17011,1999,45.0
17011,2000,48.0
17011,2001,49.0
17011,2002,49.0
17011,2003,37.0
17011,2004,51.0
17011,2005,48.0
17011,2006,53.0
17011,2007,51.0
17011,2008,49.0
17011,2009,44.0
17011,2010,55.0
17011,2011,58.1
17011,2012,55.0
17011,2013,56.3
17011,2014,59.9
17011,2015,60.2
17011,2016,64.2
17011,2017,59.1
17011,2018,68.5
17011,2019,57.4
17011,2020,64.8
17011,2021,66.4
17011,2022,67.5
17011,2023,66.9
17011,2024,72.9
17011,2025,71.8
17015,1951,25.5
17015,1952,27.0
17015,1953,19.0
17015,1954,24.5
17015,1955,20.0
17015,1956,22.0
17015,1957,24.5
17015,1958,20.0
17015,1959,23.0
17015,1960,22.5
17015,1961,25.0
17015,1962,26.0
17015,1963,25.0
17015,1964,26.5
17015,1965,26.0
17015,1966,24.5
17015,1967,26.5
17015,1968,32.5
17015,1969,33.5
17015,1970,35.5
17015,1971,34.0
17015,1972,34.0
17015,1973,33.0
17015,1974,24.5
17015,1975,37.0
17015,1976,33.5
17015,1977,38.0
17015,1978,34.0
17015,1979,41.0
17015,1980,37.0
17015,1981,41.5
17015,1982,39.5
17015,1983,37.5
17015,1984,33.5
17015,1985,44.5
17015,1986,42.0
17015,1987,47.0
17015,1988,31.0
17015,1989,46.0
17015,1990,48.5
17015,1991,52.5
17015,1992,43.5
17015,1993,41.5
17015,1994,54.5
17015,1995,51.5
17015,1996,48.0
17015,1997,50.5
17015,1998,56.0
17015,1999,54.0
17015,2000,49.0
17015,2001,55.0
17015,2002,57.0
17015,2003,35.0
17015,2004,56.0
17015,2005,57.0
17015,2006,58.0
17015,2007,51.0
17015,2008,49.0
17015,2009,55.0
17015,2010,58.9
17015,2011,63.7
17015,2012,59.0
17015,2013,57.9
17015,2014,60.4
17015,2015,63.6
17015,2016,69.0
17015,2017,64.3
17015,2018,68.9
17015,2019,64.7
17015,2020,68.1
17015,2021,68.6
17015,2022,68.9
17015,2023,70.4
17015,2024,70.3
17015,2025,71.0
17025,1951,18.5
17025,1952,14.0
17025,1953,8.5
17025,1954,11.5
17025,1955,11.5
17025,1956,21.0
17025,1957,18.0
17025,1958,22.0
17025,1959,21.5
17025,1960,17.0
17025,1961,24.0
17025,1962,21.5
17025,1963,23.0
17025,1964,17.5
17025,1965,22.0
17025,1966,19.5
17025,1967,26.0
17025,1968,24.0
17025,1969,24.5
17025,1970,19.0
17025,1971,19.5
17025,1972,23.0
17025,1973,21.0
17025,1974,19.0
17025,1975,25.0
17025,1976,27.0
17025,1977,30.5
17025,1978,25.5
17025,1979,31.5
17025,1980,22.5
17025,1981,32.0
17025,1982,31.0
17025,1983,13.0
17025,1984,22.0
17025,1985,34.5
17025,1986,33.0
17025,1987,29.0
17025,1988,20.5
17025,1989,30.5
17025,1990,25.5
17025,1991,23.5
17025,1992,30.5
17025,1993,37.5
17025,1994,28.5
17025,1995,28.5
17025,1996,32.0
17025,1997,36.5
17025,1998,34.0
17025,1999,35.0
17025,2000,41.0
17025,2001,39.0
17025,2002,23.0
17025,2003,35.0
17025,2004,43.0
17025,2005,40.0
17025,2006,39.0
17025,2007,29.0
17025,2008,41.0
17025,2009,33.0
17025,2010,44.2
17025,2011,31.9
17025,2012,22.6
17025,2013,40.7
17025,2014,48.2
17025,2015,46.1
17025,2016,52.5
17025,2017,44.3
17025,2018,58.5
17025,2019,40.5
17025,2020,52.4
17025,2021,59.2
17025,2022,57.3
17025,2023,54.4
17025,2024,54.0
17025,2025,45.0
17033,1951,22.0
17033,1952,19.0
17033,1953,13.0
17033,1954,12.5
17033,1955,18.5
17033,1956,24.0
17033,1957,20.5
17033,1958,22.0
17033,1959,23.0
17033,1960,21.0
17033,1961,25.0
17033,1962,27.0
17033,1963,25.0
17033,1964,21.5
17033,1965,25.5
17033,1966,21.5
17033,1967,25.5
17033,1968,27.0
17033,1969,28.5
17033,1970,27.0
17033,1971,26.5
17033,1972,29.0
17033,1973,26.0
17033,1974,21.5
17033,1975,28.0
17033,1976,31.0
17033,1977,32.5
17033,1978,32.0
17033,1979,35.0
17033,1980,35.5
17033,1981,32.5
17033,1982,35.5
17033,1983,20.5
17033,1984,26.5
17033,1985,36.5
17033,1986,37.0
17033,1987,33.5
17033,1988,25.0
17033,1989,35.5
17033,1990,32.0
17033,1991,34.5
17033,1992,42.0
17033,1993,41.0
17033,1994,37.0
17033,1995,35.0
17033,1996,33.5
17033,1997,36.5
17033,1998,37.0
17033,1999,36.0
17033,2000,42.0
17033,2001,42.0
17033,2002,35.0
17033,2003,40.0
17033,2004,47.0
17033,2005,45.0
17033,2006,45.0
17033,2007,40.0
17033,2008,44.0
17033,2009,38.0
17033,2010,45.5
17033,2011,42.2
17033,2012,30.2
17033,2013,47.5
17033,2014,50.2
17033,2015,51.0
17033,2016,56.4
17033,2017,52.7
17033,2018,63.0
17033,2019,49.5
17033,2020,56.3
17033,2021,65.0
17033,2022,61.8
17033,2023,60.8
17033,2024,58.2
17033,2025,55.2
17049,1951,19.0
17049,1952,18.0
17049,1953,17.5
17049,1954,11.5
17049,1955,18.0
17049,1956,25.0
17049,1957,19.5
17049,1958,24.0
17049,1959,22.0
17049,1960,19.0
17049,1961,25.0
17049,1962,24.5
17049,1963,25.0
17049,1964,16.5
17049,1965,26.0
17049,1966,23.0
17049,1967,30.5
17049,1968,30.0
17049,1969,30.5
17049,1970,26.0
17049,1971,25.5
17049,1972,28.0
17049,1973,27.0
17049,1974,22.5
17049,1975,32.0
17049,1976,32.0
17049,1977,33.5
17049,1978,30.5
17049,1979,36.0
17049,1980,31.5
17049,1981,33.5
17049,1982,35.0
17049,1983,15.0
17049,1984,21.5
17049,1985,39.0
17049,1986,40.0
17049,1987,33.5
17049,1988,22.0
17049,1989,33.5
17049,1990,32.0
17049,1991,34.0
17049,1992,37.0
17049,1993,36.5
17049,1994,38.5
17049,1995,35.5
17049,1996,34.5
17049,1997,36.5
17049,1998,39.5
17049,1999,34.0
17049,2000,40.0
17049,2001,43.0
17049,2002,33.0
17049,2003,40.0
17049,2004,50.0
17049,2005,39.0
17049,2006,48.0
17049,2007,36.0
17049,2008,46.0
17049,2009,39.0
17049,2010,49.8
17049,2011,43.8
17049,2012,42.0
17049,2013,46.0
17049,2014,58.8
17049,2015,52.8
17049,2016,58.2
17049,2017,55.3
17049,2018,72.1
17049,2019,51.5
17049,2020,57.9
17049,2021,64.7
17049,2022,59.9
17049,2023,59.3
17049,2024,55.7
17049,2025,54.4
17055,1951,16.0
17055,1952,14.5
17055,1953,9.0
17055,1954,12.5
17055,1955,12.5
17055,1956,23.5
17055,1957,17.0
17055,1958,24.5
17055,1959,18.5
17055,1960,21.0
17055,1961,24.5
17055,1962,23.0
17055,1963,20.5
17055,1964,16.5
17055,1965,19.0
17055,1966,16.0
17055,1967,24.5
17055,1968,20.0
17055,1969,21.5
17055,1970,22.0
17055,1971,22.0
17055,1972,25.0
17055,1973,23.0
17055,1974,18.0
17055,1975,27.5
17055,1976,25.0
17055,1977,29.5
17055,1978,18.0
17055,1979,28.5
17055,1980,20.0
17055,1981,28.0
17055,1982,27.0
17055,1983,13.5
17055,1984,23.0
17055,1985,29.5
17055,1986,31.5
17055,1987,26.5
17055,1988,25.5
17055,1989,29.5
17055,1990,29.0
17055,1991,29.0
17055,1992,33.5
17055,1993,33.5
17055,1994,35.0
17055,1995,28.5
17055,1996,32.5
17055,1997,36.5
17055,1998,29.5
17055,1999,21.0
17055,2000,36.0
17055,2001,40.0
17055,2002,21.0
17055,2003,28.0
17055,2004,42.0
17055,2005,42.0
17055,2006,42.0
17055,2007,25.0
17055,2008,40.0
17055,2009,39.0
17055,2010,36.6
17055,2011,31.8
17055,2012,27.9
17055,2013,41.4
17055,2014,44.4
17055,2015,45.9
17055,2016,45.2
17055,2017,46.4
17055,2018,47.5
17055,2019,38.9
17055,2020,51.2
17055,2021,53.3
17055,2022,47.0
17055,2023,50.1
17055,2024,47.1
17055,2025,43.6
17057,1951,28.5
17057,1952,28.0
17057,1953,23.0
17057,1954,28.5
17057,1955,26.0
17057,1956,29.5
17057,1957,25.5
17057,1958,31.5
17057,1959,27.0
17057,1960,25.5
17057,1961,30.0
17057,1962,29.5
17057,1963,30.0
17057,1964,28.0
17057,1965,30.5
17057,1966,28.0
17057,1967,32.5
17057,1968,32.5
17057,1969,35.5
17057,1970,34.5
17057,1971,37.0
17057,1972,37.5
17057,1973,33.0
17057,1974,19.5
17057,1975,37.5
17057,1976,34.0
17057,1977,37.5
17057,1978,34.5
17057,1979,39.0
17057,1980,34.0
17057,1981,37.5
17057,1982,39.0
17057,1983,27.5
17057,1984,33.5
17057,1985,41.0
17057,1986,43.0
17057,1987,36.0
17057,1988,28.5
17057,1989,39.0
17057,1990,42.0
17057,1991,44.5
17057,1992,44.0
17057,1993,43.0
17057,1994,46.0
17057,1995,37.5
17057,1996,41.5
17057,1997,44.0
17057,1998,45.5
17057,1999,45.0
17057,2000,43.0
17057,2001,46.0
17057,2002,42.0
17057,2003,41.0
17057,2004,51.0
17057,2005,45.0
17057,2006,48.0
17057,2007,42.0
17057,2008,51.0
17057,2009,43.0
17057,2010,49.1
17057,2011,50.0
17057,2012,45.8
17057,2013,51.4
17057,2014,52.5
17057,2015,56.0
17057,2016,56.4
17057,2017,60.1
17057,2018,62.4
17057,2019,53.9
17057,2020,58.4
17057,2021,65.5
17057,2022,62.5
17057,2023,63.0
17057,2024,62.4
17057,2025,62.7
17075,1951,28.5
17075,1952,25.0
17075,1953,23.0
17075,1954,28.0
17075,1955,25.0
17075,1956,29.5
17075,1957,27.5
17075,1958,27.0
17075,1959,25.5
17075,1960,27.0
17075,1961,29.0
17075,1962,30.0
17075,1963,30.0
17075,1964,27.5
17075,1965,32.0
17075,1966,30.0
17075,1967,30.5
17075,1968,32.5
17075,1969,35.5
17075,1970,33.5
17075,1971,39.0
17075,1972,34.5
17075,1973,33.5
17075,1974,27.0
17075,1975,37.5
17075,1976,33.0
17075,1977,39.5
17075,1978,35.5
17075,1979,39.0
17075,1980,34.0
17075,1981,38.5
17075,1982,42.5
17075,1983,37.5
17075,1984,34.0
17075,1985,50.0
17075,1986,35.5
17075,1987,41.0
17075,1988,21.5
17075,1989,44.0
17075,1990,43.0
17075,1991,28.5
17075,1992,45.5
17075,1993,40.5
17075,1994,48.0
17075,1995,39.5
17075,1996,42.5
17075,1997,46.5
17075,1998,42.5
17075,1999,49.0
17075,2000,44.0
17075,2001,49.0
17075,2002,52.0
17075,2003,30.0
17075,2004,49.0
17075,2005,51.0
17075,2006,50.0
17075,2007,52.0
17075,2008,47.0
17075,2009,51.0
17075,2010,46.1
17075,2011,45.0
17075,2012,44.7
17075,2013,49.2
17075,2014,57.1
17075,2015,52.1
17075,2016,59.1
17075,2017,57.1
17075,2018,55.3
17075,2019,45.3
17075,2020,60.0
17075,2021,57.9
17075,2022,63.8
17075,2023,65.6
17075,2024,65.3
17075,2025,67.1
17081,1951,17.5
17081,1952,14.5
17081,1953,9.5
17081,1954,12.5
17081,1955,12.5
17081,1956,23.5
17081,1957,18.5
17081,1958,26.5
17081,1959,21.0
17081,1960,21.0
17081,1961,23.5
17081,1962,22.0
17081,1963,23.0
17081,1964,16.5
17081,1965,21.0
17081,1966,19.5
17081,1967,26.5
17081,1968,22.0
17081,1969,20.5
17081,1970,20.0
17081,1971,20.0
17081,1972,25.0
17081,1973,23.0
17081,1974,19.5
17081,1975,25.5
17081,1976,23.0
17081,1977,29.5
17081,1978,22.0
17081,1979,31.5
17081,1980,21.0
17081,1981,27.0
17081,1982,27.5
17081,1983,14.0
17081,1984,19.0
17081,1985,27.0
17081,1986,29.5
17081,1987,29.0
17081,1988,23.0
17081,1989,26.5
17081,1990,24.0
17081,1991,28.5
17081,1992,31.0
17081,1993,35.0
17081,1994,35.5
17081,1995,28.5
17081,1996,32.0
17081,1997,38.0
17081,1998,33.0
17081,1999,29.0
17081,2000,38.0
17081,2001,39.0
17081,2002,24.0
17081,2003,24.0
17081,2004,41.0
17081,2005,40.0
17081,2006,38.0
17081,2007,20.0
17081,2008,40.0
17081,2009,32.0
17081,2010,39.9
17081,2011,29.0
17081,2012,27.0
17081,2013,38.6
17081,2014,45.5
17081,2015,42.1
17081,2016,48.4
17081,2017,40.9
17081,2018,51.4
17081,2019,37.4
17081,2020,47.6
17081,2021,47.7
17081,2022,48.1
17081,2023,48.5
17081,2024,46.6
17081,2025,39.8
17089,1951,25.0
17089,1952,26.5
17089,1953,25.5
17089,1954,27.0
17089,1955,24.5
17089,1956,30.5
17089,1957,28.5
17089,1958,28.0
17089,1959,33.0
17089,1960,27.5
17089,1961,30.5
17089,1962,28.0
17089,1963,28.0
17089,1964,30.5
17089,1965,30.0
17089,1966,25.0
17089,1967,26.5
17089,1968,36.0
17089,1969,34.0
17089,1970,33.0
17089,1971,32.0
17089,1972,34.5
17089,1973,31.0
17089,1974,24.5
17089,1975,37.5
17089,1976,34.0
17089,1977,41.0
17089,1978,35.0
17089,1979,42.0
17089,1980,40.0
17089,1981,42.5
17089,1982,39.0
17089,1983,38.0
17089,1984,33.5
17089,1985,42.0
17089,1986,38.0
17089,1987,46.0
17089,1988,35.5
17089,1989,42.5
17089,1990,43.5
17089,1991,42.5
17089,1992,42.0
17089,1993,41.0
17089,1994,51.0
17089,1995,46.5
17089,1996,35.0
17089,1997,46.0
17089,1998,51.5
17089,1999,48.0
17089,2000,39.0
17089,2001,41.0
17089,2002,41.0
17089,2003,36.0
17089,2004,47.0
17089,2005,41.0
17089,2006,53.0
17089,2007,50.0
17089,2008,44.0
17089,2009,44.0
17089,2010,56.8
17089,2011,57.5
17089,2012,46.5
17089,2013,57.0
17089,2014,57.1
17089,2015,57.4
17089,2016,64.5
17089,2017,53.6
17089,2018,58.9
17089,2019,50.3
17089,2020,56.0
17089,2021,67.7
17089,2022,64.4
17089,2023,60.8
17089,2024,63.7
17089,2025,64.6
17095,1951,29.5
17095,1952,32.0
17095,1953,28.5
17095,1954,30.0
17095,1955,31.5
17095,1956,31.5
17095,1957,29.5
17095,1958,31.5
17095,1959,29.5
17095,1960,29.5
17095,1961,31.0
17095,1962,28.5
17095,1963,32.0
17095,1964,28.5
17095,1965,31.0
17095,1966,34.0
17095,1967,34.5
17095,1968,37.5
17095,1969,41.5
17095,1970,35.5
17095,1971,39.0
17095,1972,40.5
17095,1973,37.0
17095,1974,26.5
17095,1975,41.5
17095,1976,40.5
17095,1977,41.5
17095,1978,40.5
17095,1979,44.0
17095,1980,40.0
17095,1981,44.0
17095,1982,43.0
17095,1983,38.5
17095,1984,38.0
17095,1985,44.5
17095,1986,47.0
17095,1987,42.5
17095,1988,34.5
17095,1989,43.5
17095,1990,44.0
17095,1991,52.5
17095,1992,46.5
17095,1993,46.5
17095,1994,51.5
17095,1995,43.5
17095,1996,47.5
17095,1997,51.5
17095,1998,54.5
17095,1999,50.0
17095,2000,48.0
17095,2001,48.0
17095,2002,51.0
17095,2003,39.0
17095,2004,55.0
17095,2005,45.0
17095,2006,50.0
17095,2007,51.0
17095,2008,53.0
17095,2009,47.0
17095,2010,58.7
17095,2011,61.9
17095,2012,55.9
17095,2013,56.6
17095,2014,57.1
17095,2015,63.2
17095,2016,63.6
17095,2017,63.7
17095,2018,64.1
17095,2019,55.9
17095,2020,63.9
17095,2021,68.4
17095,2022,67.0
17095,2023,64.1
17095,2024,67.6
17095,2025,69.0
17105,1951,29.0
17105,1952,25.0
17105,1953,22.5
17105,1954,28.5
17105,1955,25.5
17105,1956,31.5
17105,1957,29.5
17105,1958,30.0
17105,1959,29.0
17105,1960,28.0
17105,1961,29.0
17105,1962,31.5
17105,1963,32.0
17105,1964,28.5
17105,1965,35.0
17105,1966,29.5
17105,1967,33.5
17105,1968,30.0
17105,1969,37.5
17105,1970,34.5
17105,1971,37.0
17105,1972,36.5
17105,1973,33.5
17105,1974,25.5
17105,1975,41.5
17105,1976,35.0
17105,1977,41.5
17105,1978,36.5
17105,1979,42.5
17105,1980,34.0
17105,1981,40.5
17105,1982,42.5
17105,1983,34.5
17105,1984,30.0
17105,1985,49.0
17105,1986,40.0
17105,1987,38.0
17105,1988,17.0
17105,1989,47.0
17105,1990,44.0
17105,1991,27.5
17105,1992,45.5
17105,1993,46.0
17105,1994,47.5
17105,1995,42.5
17105,1996,42.5
17105,1997,44.5
17105,1998,40.0
17105,1999,44.0
17105,2000,44.0
17105,2001,45.0
17105,2002,48.0
17105,2003,31.0
17105,2004,51.0
17105,2005,50.0
17105,2006,52.0
17105,2007,54.0
17105,2008,47.0
17105,2009,51.0
17105,2010,51.1
17105,2011,51.7
17105,2012,41.2
17105,2013,56.3
17105,2014,58.6
17105,2015,59.5
17105,2016,60.6
17105,2017,58.8
17105,2018,61.0
17105,2019,56.9
17105,2020,56.0
17105,2021,66.0
17105,2022,63.5
17105,2023,67.7
17105,2024,69.3
17105,2025,69.8
17113,1951,32.5
17113,1952,29.5
17113,1953,26.0
17113,1954,31.0
17113,1955,27.5
17113,1956,32.0
17113,1957,31.5
17113,1958,30.5
17113,1959,29.0
17113,1960,31.5
17113,1961,33.0
17113,1962,33.0
17113,1963,33.0
17113,1964,31.0
17113,1965,34.5
17113,1966,33.0
17113,1967,35.0
17113,1968,36.0
17113,1969,40.5
17113,1970,35.5
17113,1971,41.0
17113,1972,40.5
17113,1973,38.0
17113,1974,27.5
17113,1975,43.0
17113,1976,37.5
17113,1977,43.0
17113,1978,40.5
17113,1979,44.0
17113,1980,37.5
17113,1981,38.5
17113,1982,43.5
17113,1983,38.0
17113,1984,35.5
17113,1985,52.5
17113,1986,45.0
17113,1987,44.0
17113,1988,25.5
17113,1989,49.0
17113,1990,46.5
17113,1991,38.5
17113,1992,47.5
17113,1993,47.5
17113,1994,47.5
17113,1995,45.5
17113,1996,47.0
17113,1997,47.0
17113,1998,48.0
17113,1999,50.0
17113,2000,47.0
17113,2001,49.0
17113,2002,54.0
17113,2003,36.0
17113,2004,54.0
17113,2005,54.0
17113,2006,54.0
17113,2007,54.0
17113,2008,51.0
17113,2009,54.0
17113,2010,58.5
17113,2011,56.0
17113,2012,52.3
17113,2013,57.7
17113,2014,63.2
17113,2015,64.6
17113,2016,63.8
17113,2017,66.8
17113,2018,67.5
17113,2019,61.0
17113,2020,63.9
17113,2021,67.4
17113,2022,68.8
17113,2023,71.8
17113,2024,74.2
17113,2025,74.0
17117,1951,26.5
17117,1952,25.5
17117,1953,22.5
17117,1954,15.5
17117,1955,23.0
17117,1956,29.5
17117,1957,22.5
17117,1958,30.0
17117,1959,26.5
17117,1960,27.0
17117,1961,32.5
17117,1962,31.0
17117,1963,32.0
17117,1964,24.5
17117,1965,32.0
17117,1966,30.5
17117,1967,33.5
17117,1968,33.5
17117,1969,33.0
17117,1970,32.0
17117,1971,34.5
17117,1972,35.0
17117,1973,33.0
17117,1974,27.5
17117,1975,35.5
17117,1976,33.0
17117,1977,39.0
17117,1978,31.0
17117,1979,42.0
17117,1980,31.5
17117,1981,39.0
17117,1982,38.0
17117,1983,21.5
17117,1984,32.0
17117,1985,41.5
17117,1986,40.0
17117,1987,34.0
17117,1988,28.5
17117,1989,41.0
17117,1990,34.0
17117,1991,40.5
17117,1992,44.5
17117,1993,43.5
17117,1994,44.5
17117,1995,38.5
17117,1996,41.0
17117,1997,40.0
17117,1998,42.5
17117,1999,38.0
17117,2000,46.0
17117,2001,43.0
17117,2002,49.0
17117,2003,43.0
17117,2004,50.0
17117,2005,43.0
17117,2006,47.0
17117,2007,37.0
17117,2008,46.0
17117,2009,42.0
17117,2010,55.3
17117,2011,40.2
17117,2012,46.0
17117,2013,49.1
17117,2014,58.0
17117,2015,55.0
17117,2016,63.4
17117,2017,61.3
17117,2018,69.7
17117,2019,58.3
17117,2020,67.4
17117,2021,70.8
17117,2022,65.1
17117,2023,63.7
17117,2024,65.1
17117,2025,64.7
17119,1951,25.5
17119,1952,24.5
17119,1953,16.5
17119,1954,10.5
17119,1955,22.5
17119,1956,26.5
17119,1957,21.0
17119,1958,29.0
17119,1959,25.5
17119,1960,23.0
17119,1961,28.5
17119,1962,28.5
17119,1963,27.5
17119,1964,23.0
17119,1965,30.0
17119,1966,25.5
17119,1967,32.0
17119,1968,28.0
17119,1969,29.0
17119,1970,31.0
17119,1971,30.5
17119,1972,31.0
17119,1973,29.0
17119,1974,27.0
17119,1975,34.0
17119,1976,28.0
17119,1977,32.5
17119,1978,30.0
17119,1979,38.0
17119,1980,31.0
17119,1981,38.0
17119,1982,35.5
17119,1983,22.5
17119,1984,27.0
17119,1985,33.5
17119,1986,36.0
17119,1987,30.5
17119,1988,26.0
17119,1989,34.5
17119,1990,31.0
17119,1991,35.0
17119,1992,38.0
17119,1993,39.5
17119,1994,38.0
17119,1995,31.5
17119,1996,38.0
17119,1997,37.5
17119,1998,40.0
17119,1999,35.0
17119,2000,40.0
17119,2001,41.0
17119,2002,45.0
17119,2003,37.0
17119,2004,46.0
17119,2005,41.0
17119,2006,33.0
17119,2007,31.0
17119,2008,47.0
17119,2009,41.0
17119,2010,50.1
17119,2011,34.8
17119,2012,36.4
17119,2013,43.2
17119,2014,52.7
17119,2015,55.1
17119,2016,54.7
17119,2017,56.7
17119,2018,62.5
17119,2019,56.6
17119,2020,58.5
17119,2021,61.0
17119,2022,59.6
17119,2023,55.9
17119,2024,53.9
17119,2025,60.3
17121,1951,18.5
17121,1952,15.0
17121,1953,8.0
17121,1954,10.5
17121,1955,15.0
17121,1956,24.0
17121,1957,19.0
17121,1958,24.0
17121,1959,22.0
17121,1960,19.0
17121,1961,21.0
17121,1962,21.0
17121,1963,19.0
17121,1964,17.0
17121,1965,22.0
17121,1966,18.5
17121,1967,26.0
17121,1968,21.0
17121,1969,24.5
17121,1970,18.0
17121,1971,20.5
17121,1972,25.0
17121,1973,21.0
17121,1974,19.5
17121,1975,27.0
17121,1976,27.0
17121,1977,32.5
17121,1978,23.5
17121,1979,36.0
17121,1980,23.0
17121,1981,33.0
17121,1982,33.0
17121,1983,13.5
17121,1984,20.5
17121,1985,33.5
17121,1986,31.5
17121,1987,29.0
17121,1988,24.5
17121,1989,28.5
17121,1990,25.5
17121,1991,27.5
17121,1992,33.0
17121,1993,36.5
17121,1994,33.0
17121,1995,28.0
17121,1996,27.0
17121,1997,35.0
17121,1998,35.5
17121,1999,37.0
17121,2000,41.0
17121,2001,40.0
17121,2002,28.0
17121,2003,28.0
17121,2004,46.0
17121,2005,43.0
17121,2006,38.0
17121,2007,28.0
17121,2008,45.0
17121,2009,34.0
17121,2010,47.3
17121,2011,38.0
17121,2012,27.7
17121,2013,42.5
17121,2014,50.6
17121,2015,48.1
17121,2016,53.3
17121,2017,45.9
17121,2018,60.5
17121,2019,46.5
17121,2020,54.9
17121,2021,60.1
17121,2022,54.3
17121,2023,57.5
17121,2024,52.0
17121,2025,43.2
17133,1951,27.5
17133,1952,20.0
17133,1953,13.5
17133,1954,7.5
17133,1955,19.0
17133,1956,28.5
17133,1957,26.0
17133,1958,31.0
17133,1959,22.5
17133,1960,27.0
17133,1961,29.0
17133,1962,24.0
17133,1963,25.0
17133,1964,24.5
17133,1965,29.5
17133,1966,24.0
17133,1967,35.0
17133,1968,29.0
17133,1969,30.0
17133,1970,29.0
17133,1971,29.0
17133,1972,28.5
17133,1973,26.0
17133,1974,25.5
17133,1975,32.5
17133,1976,30.0
17133,1977,37.5
17133,1978,33.0
17133,1979,39.0
17133,1980,29.5
17133,1981,34.5
17133,1982,37.0
17133,1983,27.0
17133,1984,28.0
17133,1985,33.0
17133,1986,33.5
17133,1987,33.0
17133,1988,23.0
17133,1989,36.0
17133,1990,33.5
17133,1991,38.5
17133,1992,34.5
17133,1993,37.5
17133,1994,38.0
17133,1995,31.5
17133,1996,38.5
17133,1997,36.0
17133,1998,37.0
17133,1999,33.0
17133,2000,41.0
17133,2001,40.0
17133,2002,30.0
17133,2003,35.0
17133,2004,46.0
17133,2005,39.0
17133,2006,32.0
17133,2007,27.0
17133,2008,46.0
17133,2009,42.0
17133,2010,45.1
17133,2011,34.1
17133,2012,39.5
17133,2013,33.4
17133,2014,46.8
17133,2015,44.7
17133,2016,48.4
17133,2017,43.4
17133,2018,54.1
17133,2019,47.2
17133,2020,55.7
17133,2021,56.3
17133,2022,53.1
17133,2023,46.5
17133,2024,51.9
17133,2025,46.9
17143,1951,35.0
17143,1952,33.5
17143,1953,25.5
17143,1954,28.5
17143,1955,25.5
17143,1956,29.0
17143,1957,28.0
17143,1958,29.5
17143,1959,26.5
17143,1960,26.0
17143,1961,32.0
17143,1962,27.5
17143,1963,31.5
17143,1964,27.5
17143,1965,30.5
17143,1966,33.5
17143,1967,33.0
17143,1968,32.0
17143,1969,36.5
17143,1970,32.5
17143,1971,35.0
17143,1972,38.5
17143,1973,34.0
17143,1974,20.0
17143,1975,37.5
17143,1976,33.0
17143,1977,38.0
17143,1978,36.0
17143,1979,39.0
17143,1980,38.5
17143,1981,42.5
17143,1982,41.5
17143,1983,34.5
17143,1984,34.0
17143,1985,47.5
17143,1986,45.5
17143,1987,40.0
17143,1988,30.5
17143,1989,42.5
17143,1990,42.5
17143,1991,44.0
17143,1992,43.5
17143,1993,47.0
17143,1994,48.5
17143,1995,42.5
17143,1996,44.5
17143,1997,47.5
17143,1998,52.0
