county_fips,year,yield_bu_per_acre
39109,2013,50.5
39109,2014,54.6
39109,2015,56.6
39109,2016,53.2
39109,2017,56.0
39109,2018,59.7
39109,2019,43.7
39109,2020,61.3
39109,2021,62.9
39109,2022,53.9
39109,2023,60.6
39109,2024,58.0
39109,2025,57.9
39113,1951,19.4
39113,1952,22.7
39113,1953,16.9
39113,1954,24.4
39113,1955,24.0
39113,1956,24.0
39113,1957,22.9
39113,1958,27.0
39113,1959,26.0
39113,1960,23.4
39113,1961,28.0
39113,1962,28.0
39113,1963,27.0
39113,1964,20.5
39113,1965,22.5
39113,1966,33.0
39113,1967,26.5
39113,1968,33.5
39113,1969,36.0
39113,1970,29.0
39113,1971,35.0
39113,1972,25.5
39113,1973,30.7
39113,1974,32.6
39113,1975,37.0
39113,1976,36.1
39113,1977,33.2
39113,1978,38.6
39113,1979,34.9
39113,1980,32.8
39113,1981,36.0
39113,1982,37.8
39113,1983,24.1
39113,1984,36.0
39113,1985,45.5
39113,1986,39.7
39113,1987,34.7
39113,1988,26.6
39113,1989,34.9
39113,1990,41.6
39113,1991,37.6
39113,1992,45.1
39113,1993,40.3
39113,1994,41.7
39113,1995,40.4
39113,1996,32.8
39113,1997,45.4
39113,1998,37.1
39113,1999,27.2
39113,2000,47.0
39113,2001,50.0
39113,2002,28.6
39113,2003,38.1
39113,2004,51.6
39113,2005,38.1
39113,2006,54.5
39113,2007,36.7
39113,2008,33.0
39113,2009,51.5
39113,2010,47.7
39113,2011,42.1
39113,2012,29.9
39113,2013,52.5
39113,2014,57.0
39113,2015,54.1
39113,2016,57.1
39113,2017,51.0
39113,2018,54.9
39113,2019,48.5
39113,2020,50.9
39113,2021,53.3
39113,2022,51.1
39113,2023,57.7
39113,2024,53.0
39113,2025,52.4
39123,1951,18.8
39123,1952,20.7
39123,1953,21.9
39123,1954,22.1
39123,1955,25.5
39123,1956,22.0
39123,1957,22.0
39123,1958,27.0
39123,1959,25.0
39123,1960,24.0
39123,1961,25.0
39123,1962,24.0
39123,1963,17.5
39123,1964,22.0
39123,1965,25.0
39123,1966,27.5
39123,1967,22.0
39123,1968,31.0
39123,1969,21.5
39123,1970,30.5
39123,1971,29.5
39123,1972,25.5
39123,1973,19.6
39123,1974,20.2
39123,1975,35.0
39123,1976,30.0
39123,1977,33.9
39123,1978,20.7
39123,1979,32.9
39123,1980,39.2
39123,1981,27.1
39123,1982,32.3
39123,1983,35.0
39123,1984,32.0
39123,1985,40.6
39123,1986,39.7
39123,1987,34.8
39123,1988,22.8
39123,1989,23.7
39123,1990,38.8
39123,1991,33.8
39123,1992,35.3
39123,1993,38.5
39123,1994,41.4
39123,1995,38.6
39123,1996,36.1
39123,1997,39.3
39123,1998,41.4
39123,1999,27.8
39123,2000,25.4
39123,2001,37.2
39123,2002,31.4
39123,2003,36.0
39123,2004,36.6
39123,2005,45.7
39123,2006,34.5
39123,2007,49.9
39123,2008,33.0
39123,2009,50.0
39123,2010,48.6
39123,2011,46.4
39123,2012,53.0
39123,2013,50.3
39123,2014,50.8
39123,2015,44.4
39123,2016,53.1
39123,2017,42.3
39123,2018,46.6
39123,2019,44.4
39123,2020,50.6
39123,2021,48.9
39123,2022,54.0
39123,2023,55.6
39123,2024,41.8
39123,2025,56.8
39125,1951,19.1
39125,1952,22.1
39125,1953,19.4
39125,1954,23.5
39125,1955,21.5
39125,1956,21.0
39125,1957,18.5
39125,1958,23.0
39125,1959,19.6
39125,1960,18.5
39125,1961,26.5
39125,1962,22.0
39125,1963,21.0
39125,1964,20.0
39125,1965,26.0
39125,1966,24.5
39125,1967,19.0
39125,1968,27.0
39125,1969,22.0
39125,1970,24.5
39125,1971,24.0
39125,1972,27.0
39125,1973,18.6
39125,1974,22.4
39125,1975,26.2
39125,1976,29.2
39125,1977,34.3
39125,1978,25.5
39125,1979,35.8
39125,1980,38.2
39125,1981,23.8
39125,1982,36.2
39125,1983,32.4
39125,1984,33.0
39125,1985,39.1
39125,1986,39.3
39125,1987,31.7
39125,1988,18.9
39125,1989,29.1
39125,1990,38.3
39125,1991,32.7
39125,1992,39.9
39125,1993,32.2
39125,1994,39.1
39125,1995,38.7
39125,1996,32.3
39125,1997,41.5
39125,1998,40.8
39125,1999,31.2
39125,2000,35.9
39125,2001,37.0
39125,2002,31.2
39125,2003,36.5
39125,2004,47.2
39125,2005,40.0
39125,2006,45.8
39125,2007,44.3
39125,2008,34.0
39125,2009,50.5
39125,2010,40.7
39125,2011,42.5
39125,2012,40.7
39125,2013,46.2
39125,2014,55.7
39125,2015,42.2
39125,2016,50.7
39125,2017,42.9
39125,2018,55.9
39125,2019,47.4
39125,2020,49.9
39125,2021,55.5
39125,2022,57.3
39125,2023,54.9
39125,2024,50.1
39125,2025,51.9
39129,1951,18.9
39129,1952,19.9
39129,1953,19.4
39129,1954,25.9
39129,1955,24.0
39129,1956,23.0
39129,1957,26.5
39129,1958,26.5
39129,1959,26.6
39129,1960,27.0
39129,1961,28.5
39129,1962,25.5
39129,1963,26.5
39129,1964,18.0
39129,1965,25.5
39129,1966,28.0
39129,1967,22.0
39129,1968,30.5
39129,1969,36.5
39129,1970,33.0
39129,1971,36.0
39129,1972,27.0
39129,1973,27.6
39129,1974,32.5
39129,1975,36.4
39129,1976,36.8
39129,1977,33.3
39129,1978,37.1
39129,1979,34.8
39129,1980,30.7
39129,1981,22.9
39129,1982,36.0
39129,1983,29.6
39129,1984,33.0
39129,1985,41.1
39129,1986,37.0
39129,1987,32.8
39129,1988,31.4
39129,1989,34.4
39129,1990,39.2
39129,1991,30.4
39129,1992,47.2
39129,1993,35.1
39129,1994,46.2
39129,1995,36.7
39129,1996,34.5
39129,1997,48.6
39129,1998,40.3
39129,1999,19.5
39129,2000,49.9
39129,2001,47.0
39129,2002,32.6
39129,2003,44.8
39129,2004,50.2
39129,2005,35.9
39129,2006,47.4
39129,2007,46.0
39129,2008,37.0
39129,2009,52.5
39129,2010,51.0
39129,2011,49.9
39129,2012,37.1
39129,2013,53.0
39129,2014,53.7
39129,2015,53.1
39129,2016,57.7
39129,2017,53.3
39129,2018,57.5
39129,2019,48.1
39129,2020,54.1
39129,2021,56.7
39129,2022,56.2
39129,2023,61.2
39129,2024,34.0
39129,2025,43.5
39135,1951,20.5
39135,1952,20.7
39135,1953,17.3
39135,1954,23.6
39135,1955,24.4
39135,1956,23.2
39135,1957,21.1
39135,1958,24.5
39135,1959,25.4
39135,1960,24.2
39135,1961,26.6
39135,1962,27.6
39135,1963,28.6
39135,1964,23.4
39135,1965,23.0
39135,1966,30.0
39135,1967,24.0
39135,1968,34.0
39135,1969,36.0
39135,1970,34.0
39135,1971,33.0
39135,1972,23.0
39135,1973,34.7
39135,1974,33.6
39135,1975,35.0
39135,1976,34.4
39135,1977,35.7
39135,1978,38.9
39135,1979,36.1
39135,1980,34.4
39135,1981,37.9
39135,1982,40.8
39135,1983,28.4
39135,1984,38.0
39135,1985,46.3
39135,1986,40.2
39135,1987,39.1
39135,1988,26.3
39135,1989,36.8
39135,1990,43.5
39135,1991,40.5
39135,1992,43.5
39135,1993,43.8
39135,1994,46.0
39135,1995,41.6
39135,1996,38.8
39135,1997,48.0
39135,1998,41.9
39135,1999,36.9
39135,2000,50.8
39135,2001,45.5
39135,2002,31.7
39135,2003,42.1
39135,2004,52.6
39135,2005,46.2
39135,2006,54.7
39135,2007,36.8
39135,2008,37.5
39135,2009,54.0
39135,2010,50.0
39135,2011,41.8
39135,2012,37.7
39135,2013,51.8
39135,2014,59.7
39135,2015,54.0
39135,2016,63.2
39135,2017,56.7
39135,2018,59.9
39135,2019,52.1
39135,2020,61.2
39135,2021,56.4
39135,2022,52.8
39135,2023,61.4
39135,2024,61.0
39135,2025,58.3
39137,1951,20.2
39137,1952,23.8
39137,1953,21.4
39137,1954,26.2
39137,1955,24.5
39137,1956,24.5
39137,1957,21.5
39137,1958,24.5
39137,1959,24.5
39137,1960,23.0
39137,1961,29.0
39137,1962,23.5
39137,1963,24.0
39137,1964,22.5
39137,1965,29.0
39137,1966,29.0
39137,1967,23.5
39137,1968,29.0
39137,1969,26.5
39137,1970,27.0
39137,1971,29.0
39137,1972,26.5
39137,1973,22.6
39137,1974,23.5
39137,1975,31.6
39137,1976,33.1
39137,1977,37.9
39137,1978,30.1
39137,1979,37.1
39137,1980,37.0
39137,1981,24.6
39137,1982,37.4
39137,1983,33.3
39137,1984,36.0
39137,1985,42.2
39137,1986,40.8
39137,1987,33.1
39137,1988,23.9
39137,1989,32.1
39137,1990,36.9
39137,1991,33.3
39137,1992,36.3
39137,1993,33.9
39137,1994,41.5
39137,1995,36.7
39137,1996,35.9
39137,1997,42.8
39137,1998,44.6
39137,1999,40.4
39137,2000,40.4
39137,2001,37.0
39137,2002,32.2
39137,2003,41.3
39137,2004,47.5
39137,2005,45.9
39137,2006,47.8
39137,2007,43.7
39137,2008,33.5
39137,2009,45.0
39137,2010,43.0
39137,2011,50.8
39137,2012,48.6
39137,2013,48.2
39137,2014,52.9
39137,2015,45.2
39137,2016,52.2
39137,2017,46.5
39137,2018,61.5
39137,2019,48.9
39137,2020,53.2
39137,2021,56.1
39137,2022,56.8
39137,2023,58.4
39137,2024,51.8
39137,2025,56.6
39141,1951,18.1
39141,1952,21.7
39141,1953,18.0
39141,1954,23.3
39141,1955,20.9
39141,1956,26.0
39141,1957,24.1
39141,1958,27.0
39141,1959,27.0
39141,1960,27.5
39141,1961,29.0
39141,1962,25.0
39141,1963,23.4
39141,1964,17.5
39141,1965,23.4
39141,1966,25.9
39141,1967,20.5
39141,1968,28.5
39141,1969,36.0
39141,1970,32.0
39141,1971,33.0
39141,1972,25.5
39141,1973,26.6
39141,1974,30.8
39141,1975,34.9
39141,1976,36.8
39141,1977,35.6
39141,1978,37.5
39141,1979,37.9
39141,1980,32.4
39141,1981,26.6
39141,1982,36.6
39141,1983,27.2
39141,1984,34.0
39141,1985,39.1
39141,1986,38.0
39141,1987,34.7
39141,1988,31.7
39141,1989,35.7
39141,1990,40.8
39141,1991,40.4
39141,1992,45.7
39141,1993,32.5
39141,1994,43.3
39141,1995,36.8
39141,1996,32.2
39141,1997,49.5
39141,1998,43.7
39141,1999,23.5
39141,2000,49.4
39141,2001,48.3
39141,2002,33.7
39141,2003,44.6
39141,2004,50.2
39141,2005,40.4
39141,2006,47.9
39141,2007,34.9
39141,2008,37.5
39141,2009,52.5
39141,2010,42.0
39141,2011,51.3
39141,2012,39.6
39141,2013,55.1
39141,2014,52.0
39141,2015,57.4
39141,2016,52.5
39141,2017,52.2
39141,2018,50.0
39141,2019,51.9
39141,2020,55.5
39141,2021,56.0
39141,2022,55.0
39141,2023,59.7
39141,2024,37.3
39141,2025,49.5
39151,1951,20.0
39151,1952,20.0
39151,1953,20.0
39151,1954,15.0
39151,1955,20.0
39151,1956,20.0
39151,1957,20.0
39151,1958,20.0
39151,1959,25.0
39151,1960,24.0
39151,1961,25.0
39151,1962,23.0
39151,1963,23.0
39151,1964,24.0
39151,1965,24.0
39151,1966,23.0
39151,1967,23.6
39151,1968,26.0
39151,1969,31.0
39151,1970,25.0
39151,1971,29.0
39151,1972,22.5
39151,1973,27.4
39151,1974,27.8
39151,1975,32.1
39151,1976,31.3
39151,1977,35.2
39151,1978,31.9
39151,1979,35.1
39151,1980,35.0
39151,1981,35.1
39151,1982,31.1
39151,1983,34.8
39151,1984,36.0
39151,1985,35.2
39151,1986,37.2
39151,1987,37.9
39151,1988,31.7
39151,1989,28.9
39151,1990,37.3
39151,1991,25.9
39151,1992,36.9
39151,1993,30.5
39151,1994,47.1
39151,1995,41.8
39151,1996,33.1
39151,1997,40.5
39151,1998,45.3
39151,1999,39.9
39151,2000,42.1
39151,2001,30.9
39151,2002,30.9
39151,2003,39.0
39151,2004,42.6
39151,2005,49.3
39151,2006,42.5
39151,2007,49.9
39151,2008,36.0
39151,2009,48.0
39151,2010,44.5
39151,2011,47.7
39151,2012,44.6
39151,2013,47.3
39151,2014,43.2
39151,2015,39.2
39151,2016,45.4
39151,2017,45.8
39151,2018,50.5
39151,2019,48.2
39151,2020,47.2
39151,2021,50.9
39151,2022,48.6
39151,2023,57.1
39151,2024,50.2
39151,2025,37.8
39155,1951,20.0
39155,1952,21.1
39155,1953,14.0
39155,1954,14.2
39155,1955,19.2
39155,1956,16.7
39155,1957,18.0
39155,1958,19.0
39155,1959,22.0
39155,1960,22.0
39155,1961,23.0
39155,1962,22.0
39155,1963,19.0
39155,1964,19.4
39155,1965,19.0
39155,1966,18.0
39155,1967,18.5
39155,1968,25.0
39155,1969,25.6
39155,1970,24.0
39155,1971,23.0
39155,1972,21.0
39155,1973,23.9
39155,1974,25.6
39155,1975,29.0
39155,1976,29.2
39155,1977,29.4
39155,1978,30.5
39155,1979,27.2
39155,1980,34.4
39155,1981,30.5
39155,1982,26.5
39155,1983,31.5
39155,1984,35.0
39155,1985,39.3
39155,1986,36.2
39155,1987,40.8
39155,1988,33.6
39155,1989,29.9
39155,1990,34.7
39155,1991,33.7
39155,1992,35.7
39155,1993,33.8
39155,1994,40.7
39155,1995,39.0
39155,1996,39.2
39155,1997,32.1
39155,1998,43.6
39155,1999,37.6
39155,2000,43.4
39155,2001,30.7
39155,2002,32.8
39155,2003,31.8
39155,2004,40.3
39155,2005,42.6
39155,2006,43.4
39155,2007,49.4
39155,2008,45.0
39155,2009,45.0
39155,2010,46.6
39155,2011,44.8
39155,2012,51.8
39155,2013,48.6
39155,2014,44.7
39155,2015,34.8
39155,2016,56.4
39155,2017,42.9
39155,2018,47.0
39155,2019,47.2
39155,2020,51.4
39155,2021,50.8
39155,2022,53.8
39155,2023,54.0
39155,2024,50.7
39155,2025,43.8
39165,1951,16.6
39165,1952,18.8
39165,1953,21.0
39165,1954,22.7
39165,1955,23.0
39165,1956,23.0
39165,1957,19.5
39165,1958,21.1
39165,1959,25.1
39165,1960,22.0
39165,1961,24.5
39165,1962,24.0
39165,1963,25.0
39165,1964,19.5
39165,1965,20.5
39165,1966,25.0
39165,1967,24.5
39165,1968,27.5
39165,1969,32.0
39165,1970,31.0
39165,1971,30.0
39165,1972,23.5
39165,1973,23.1
39165,1974,26.8
39165,1975,32.2
39165,1976,31.9
39165,1977,31.4
39165,1978,32.9
39165,1979,32.1
39165,1980,30.2
39165,1981,33.0
39165,1982,33.8
39165,1983,27.0
39165,1984,37.0
39165,1985,38.0
39165,1986,41.7
39165,1987,37.2
39165,1988,32.9
39165,1989,34.4
39165,1990,36.5
39165,1991,42.4
39165,1992,42.1
39165,1993,40.3
39165,1994,44.9
39165,1995,38.6
39165,1996,36.8
39165,1997,41.3
39165,1998,33.4
39165,1999,27.6
39165,2000,41.6
39165,2001,40.9
39165,2002,33.3
39165,2003,35.1
39165,2004,45.6
39165,2005,42.5
39165,2006,46.7
39165,2007,38.0
39165,2008,32.0
39165,2009,47.5
39165,2010,46.4
39165,2011,43.3
39165,2012,41.0
39165,2013,48.6
39165,2014,53.1
39165,2015,55.3
39165,2016,54.2
39165,2017,48.6
39165,2018,52.8
39165,2019,49.4
39165,2020,54.0
39165,2021,53.2
39165,2022,52.2
39165,2023,57.0
39165,2024,51.5
39165,2025,54.6
39175,1951,17.9
39175,1952,18.9
39175,1953,19.9
39175,1954,25.2
39175,1955,24.0
39175,1956,21.5
39175,1957,22.5
39175,1958,27.5
39175,1959,23.6
39175,1960,25.5
39175,1961,28.0
39175,1962,24.5
39175,1963,22.5
39175,1964,20.5
39175,1965,21.0
39175,1966,32.0
39175,1967,25.0
39175,1968,31.0
39175,1969,29.5
39175,1970,27.5
39175,1971,28.0
39175,1972,29.0
39175,1973,24.1
39175,1974,22.4
39175,1975,32.7
39175,1976,32.9
39175,1977,35.8
39175,1978,31.6
39175,1979,35.3
39175,1980,37.4
39175,1981,29.2
39175,1982,35.5
39175,1983,33.5
39175,1984,37.0
39175,1985,43.4
39175,1986,44.6
39175,1987,38.5
39175,1988,20.8
39175,1989,34.2
39175,1990,38.8
39175,1991,38.6
39175,1992,38.4
39175,1993,39.7
39175,1994,45.2
39175,1995,36.2
39175,1996,34.5
39175,1997,42.8
39175,1998,46.8
39175,1999,41.8
39175,2000,41.6
39175,2001,35.6
39175,2002,24.6
39175,2003,38.3
39175,2004,44.3
39175,2005,47.4
39175,2006,44.2
39175,2007,50.0
39175,2008,33.5
39175,2009,50.5
39175,2010,49.2
39175,2011,50.5
39175,2012,43.5
39175,2013,48.5
39175,2014,50.8
39175,2015,52.7
39175,2016,52.2
39175,2017,50.4
39175,2018,58.3
39175,2019,47.7
39175,2020,59.8
39175,2021,56.6
39175,2022,61.6
39175,2023,58.7
39175,2024,49.6
39175,2025,56.9
