county_fips,lat,lon,weight
27167,46.5,-96.7,0.036517354227334736
27167,46.5,-96.6,0.04385814822559864
27167,46.5,-96.5,0.04385814822559917
27167,46.5,-96.4,0.04385814822560094
27167,46.5,-96.3,0.030324228842598985
27167,46.4,-96.7,0.01371052385845173
27167,46.4,-96.6,0.04357722841828775
27167,46.4,-96.5,0.043937715954526044
27167,46.4,-96.4,0.043937715954523594
27167,46.4,-96.3,0.030504976282907704
27167,46.3,-96.6,0.022771827416726273
27167,46.3,-96.5,0.04401714592974596
27167,46.3,-96.4,0.044017145929743956
27167,46.3,-96.3,0.03294704218648493
27167,46.2,-96.6,0.016828076799671604
27167,46.2,-96.5,0.04409643792741129
27167,46.2,-96.4,0.044096437927411566
27167,46.2,-96.3,0.03733995187767987
27167,46.1,-96.6,0.005778563970211625
27167,46.1,-96.5,0.04417559172424232
27167,46.1,-96.4,0.044175591724245594
27167,46.1,-96.3,0.03736488912885935
27167,46.0,-96.6,0.002943940788125581
27167,46.0,-96.5,0.01246831644401331
27167,46.0,-96.4,0.012561278686570013
27167,46.0,-96.3,0.010544573009768632
27133,43.8,-96.5,0.002297697512156505
27133,43.8,-96.4,0.07096061750505545
27133,43.8,-96.3,0.07065724205248336
27133,43.8,-96.2,0.07053474681993004
27133,43.8,-96.1,0.06890442375906584
27133,43.7,-96.5,0.0024141571658787293
27133,43.7,-96.4,0.07162953085205204
27133,43.7,-96.3,0.0716295308520451
27133,43.7,-96.2,0.0716295308520438
27133,43.7,-96.1,0.06947401320679483
27133,43.6,-96.5,0.0024145414810582393
27133,43.6,-96.4,0.0717472105553043
27133,43.6,-96.3,0.07174721055530749
27133,43.6,-96.2,0.07174721055530635
27133,43.6,-96.1,0.0692407818358418
27133,43.5,-96.5,0.0011712243466081348
27133,43.5,-96.4,0.03566704589181309
27133,43.5,-96.3,0.03566216972924233
27133,43.5,-96.2,0.03575735456721933
27133,43.5,-96.1,0.03471375990479338
27023,45.2,-96.0,0.0009998852795596906
27023,45.2,-95.9,0.0010402715898073138
27023,45.2,-95.8,0.0009743079174120066
27023,45.2,-95.7,0.0008385169129799849
27023,45.2,-95.6,0.0008002670103431085
27023,45.2,-95.5,0.0009739161484525689
27023,45.2,-95.4,0.0014065379651374786
27023,45.2,-95.3,0.0014699002183920565
27023,45.2,-95.2,4.8914018643243836e-05
27023,45.1,-96.0,0.019565387311030594
27023,45.1,-95.9,0.05473583065198166
27023,45.1,-95.8,0.05744789617665766
27023,45.1,-95.7,0.05744789617666324
27023,45.1,-95.6,0.0574478961766676
27023,45.1,-95.5,0.057447896176665875
27023,45.1,-95.4,0.05744789617666349
27023,45.1,-95.3,0.05744789617666126
27023,45.1,-95.2,0.0018122287995950169
27023,45.0,-95.9,0.008297136631429334
27023,45.0,-95.8,0.049513678456131915
27023,45.0,-95.7,0.05754707544193346
27023,45.0,-95.6,0.05754707544192903
27023,45.0,-95.5,0.05754707544193011
27023,45.0,-95.4,0.0575470754419337
27023,45.0,-95.3,0.05754707544193447
27023,45.0,-95.2,0.0012387271830764871
27023,44.9,-95.8,0.0013187901974435385
27023,44.9,-95.7,0.022710736572451602
27023,44.9,-95.6,0.05310568208130718
27023,44.9,-95.5,0.04984233216356424
27023,44.9,-95.4,0.033990205424054946
27023,44.9,-95.3,0.03383840447899158
27023,44.9,-95.2,0.00047257422208554756
27023,44.8,-95.6,0.004391243973210592
27023,44.8,-95.5,0.024191770523278474
29197,40.6,-92.7,0.023689320162490816
29197,40.6,-92.6,0.04916960128536737
29197,40.6,-92.5,0.052299899512582466
29197,40.6,-92.4,0.05396982131747391
29197,40.5,-92.7,0.051340286396149085
29197,40.5,-92.6,0.11794748894172809
